sample_id,image_id,class_name,image_label,label,image_path,mask_paths,mask_path,split,height,width,image_area,gt_area,gt_area_ratio,mask_quartile
authentic__33296,33296,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33296.png,,,train,302,518,156436,0,0.0,
authentic__33304,33304,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33304.png,,,train,167,779,130093,0,0.0,
authentic__33319,33319,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33319.png,,,train,1200,1600,1920000,0,0.0,
authentic__33340,33340,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33340.png,,,train,1200,1600,1920000,0,0.0,
authentic__33392,33392,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33392.png,,,train,687,712,489144,0,0.0,
authentic__33397,33397,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33397.png,,,train,512,683,349696,0,0.0,
authentic__33474,33474,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33474.png,,,train,512,512,262144,0,0.0,
authentic__33588,33588,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33588.png,,,train,666,1000,666000,0,0.0,
authentic__3367,3367,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3367.png,,,train,1024,1280,1310720,0,0.0,
authentic__3371,3371,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3371.png,,,train,900,900,810000,0,0.0,
authentic__33735,33735,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33735.png,,,train,104,419,43576,0,0.0,
authentic__33772,33772,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33772.png,,,train,666,1000,666000,0,0.0,
authentic__33791,33791,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33791.png,,,train,692,680,470560,0,0.0,
authentic__33877,33877,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33877.png,,,train,1200,1600,1920000,0,0.0,
authentic__33878,33878,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33878.png,,,train,666,1000,666000,0,0.0,
authentic__3394,3394,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3394.png,,,train,1912,2568,4910016,0,0.0,
authentic__33949,33949,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/33949.png,,,train,96,442,42432,0,0.0,
authentic__34005,34005,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34005.png,,,train,256,256,65536,0,0.0,
authentic__3402,3402,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3402.png,,,train,142,353,50126,0,0.0,
authentic__34027,34027,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34027.png,,,train,1024,1024,1048576,0,0.0,
authentic__34035,34035,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34035.png,,,train,666,1000,666000,0,0.0,
authentic__34132,34132,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34132.png,,,train,313,474,148362,0,0.0,
authentic__34171,34171,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34171.png,,,train,666,1000,666000,0,0.0,
authentic__34174,34174,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34174.png,,,train,512,759,388608,0,0.0,
authentic__34255,34255,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34255.png,,,train,461,118,54398,0,0.0,
authentic__34265,34265,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34265.png,,,train,666,1000,666000,0,0.0,
authentic__34319,34319,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34319.png,,,train,1200,1600,1920000,0,0.0,
authentic__34367,34367,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34367.png,,,train,174,1037,180438,0,0.0,
authentic__34383,34383,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34383.png,,,train,828,535,442980,0,0.0,
authentic__34526,34526,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34526.png,,,train,186,875,162750,0,0.0,
authentic__34527,34527,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34527.png,,,train,512,724,370688,0,0.0,
authentic__34528,34528,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34528.png,,,train,256,256,65536,0,0.0,
authentic__34572,34572,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34572.png,,,train,520,696,361920,0,0.0,
authentic__34672,34672,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34672.png,,,train,123,736,90528,0,0.0,
authentic__34744,34744,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34744.png,,,train,2592,3888,10077696,0,0.0,
authentic__3483,3483,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3483.png,,,train,1024,1024,1048576,0,0.0,
authentic__34842,34842,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34842.png,,,train,520,696,361920,0,0.0,
authentic__34845,34845,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34845.png,,,train,1200,1600,1920000,0,0.0,
authentic__34869,34869,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34869.png,,,train,159,428,68052,0,0.0,
authentic__34908,34908,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34908.png,,,train,256,320,81920,0,0.0,
authentic__34914,34914,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34914.png,,,train,512,740,378880,0,0.0,
authentic__34992,34992,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/34992.png,,,train,550,512,281600,0,0.0,
authentic__350,350,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/350.png,,,train,192,1129,216768,0,0.0,
authentic__35035,35035,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35035.png,,,train,100,686,68600,0,0.0,
authentic__35038,35038,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35038.png,,,train,1200,1600,1920000,0,0.0,
authentic__35107,35107,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35107.png,,,train,1024,1024,1048576,0,0.0,
authentic__35112,35112,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35112.png,,,train,256,320,81920,0,0.0,
authentic__35117,35117,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35117.png,,,train,256,320,81920,0,0.0,
authentic__35176,35176,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35176.png,,,train,666,1000,666000,0,0.0,
authentic__35208,35208,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35208.png,,,train,512,512,262144,0,0.0,
authentic__35216,35216,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35216.png,,,train,833,989,823837,0,0.0,
authentic__35322,35322,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35322.png,,,train,139,1075,149425,0,0.0,
authentic__35347,35347,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35347.png,,,train,256,320,81920,0,0.0,
authentic__35374,35374,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35374.png,,,train,2592,3888,10077696,0,0.0,
authentic__35385,35385,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35385.png,,,train,152,1305,198360,0,0.0,
authentic__35390,35390,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35390.png,,,train,1200,1600,1920000,0,0.0,
authentic__35412,35412,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35412.png,,,train,256,256,65536,0,0.0,
authentic__35467,35467,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35467.png,,,train,1024,1024,1048576,0,0.0,
authentic__35570,35570,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35570.png,,,train,69,517,35673,0,0.0,
authentic__35578,35578,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35578.png,,,train,564,179,100956,0,0.0,
authentic__35610,35610,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35610.png,,,train,766,570,436620,0,0.0,
authentic__35628,35628,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35628.png,,,train,1200,1600,1920000,0,0.0,
authentic__35670,35670,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35670.png,,,train,256,320,81920,0,0.0,
authentic__35719,35719,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35719.png,,,train,666,1000,666000,0,0.0,
authentic__35723,35723,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35723.png,,,train,924,171,158004,0,0.0,
authentic__3574,3574,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3574.png,,,train,256,320,81920,0,0.0,
authentic__35763,35763,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35763.png,,,train,666,1000,666000,0,0.0,
authentic__35781,35781,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35781.png,,,train,666,1000,666000,0,0.0,
authentic__35814,35814,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35814.png,,,train,666,1000,666000,0,0.0,
authentic__35850,35850,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35850.png,,,train,297,204,60588,0,0.0,
authentic__35861,35861,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35861.png,,,train,528,512,270336,0,0.0,
authentic__35871,35871,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35871.png,,,train,256,256,65536,0,0.0,
authentic__35933,35933,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35933.png,,,train,3888,2592,10077696,0,0.0,
authentic__35950,35950,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/35950.png,,,train,666,1000,666000,0,0.0,
authentic__3598,3598,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3598.png,,,train,243,1138,276534,0,0.0,
authentic__360,360,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/360.png,,,train,256,320,81920,0,0.0,
authentic__3606,3606,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3606.png,,,train,666,1000,666000,0,0.0,
authentic__36106,36106,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36106.png,,,train,133,609,80997,0,0.0,
authentic__36175,36175,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36175.png,,,train,1200,1600,1920000,0,0.0,
authentic__36181,36181,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36181.png,,,train,256,256,65536,0,0.0,
authentic__36245,36245,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36245.png,,,train,666,1000,666000,0,0.0,
authentic__36292,36292,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36292.png,,,train,360,360,129600,0,0.0,
authentic__36323,36323,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36323.png,,,train,1200,1600,1920000,0,0.0,
authentic__36343,36343,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36343.png,,,train,512,593,303616,0,0.0,
authentic__36371,36371,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36371.png,,,train,666,1000,666000,0,0.0,
authentic__36412,36412,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36412.png,,,train,535,711,380385,0,0.0,
authentic__36423,36423,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36423.png,,,train,512,620,317440,0,0.0,
authentic__36511,36511,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36511.png,,,train,1912,2568,4910016,0,0.0,
authentic__36553,36553,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36553.png,,,train,666,1000,666000,0,0.0,
authentic__36580,36580,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36580.png,,,train,512,512,262144,0,0.0,
authentic__3662,3662,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3662.png,,,train,256,256,65536,0,0.0,
authentic__36648,36648,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36648.png,,,train,666,1000,666000,0,0.0,
authentic__36705,36705,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36705.png,,,train,360,360,129600,0,0.0,
authentic__36715,36715,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36715.png,,,train,256,320,81920,0,0.0,
authentic__36724,36724,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36724.png,,,train,666,1000,666000,0,0.0,
authentic__3678,3678,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3678.png,,,train,536,512,274432,0,0.0,
authentic__36794,36794,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36794.png,,,train,520,696,361920,0,0.0,
authentic__36840,36840,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36840.png,,,train,360,360,129600,0,0.0,
authentic__36945,36945,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36945.png,,,train,512,512,262144,0,0.0,
authentic__36986,36986,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/36986.png,,,train,1105,1105,1221025,0,0.0,
authentic__3704,3704,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3704.png,,,train,666,1000,666000,0,0.0,
authentic__37084,37084,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37084.png,,,train,666,1000,666000,0,0.0,
authentic__37135,37135,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37135.png,,,train,520,696,361920,0,0.0,
authentic__3714,3714,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3714.png,,,train,666,1000,666000,0,0.0,
authentic__37143,37143,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37143.png,,,train,131,546,71526,0,0.0,
authentic__3719,3719,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3719.png,,,train,256,256,65536,0,0.0,
authentic__37195,37195,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37195.png,,,train,512,544,278528,0,0.0,
authentic__37253,37253,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37253.png,,,train,1200,1600,1920000,0,0.0,
authentic__37348,37348,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37348.png,,,train,706,859,606454,0,0.0,
authentic__37361,37361,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37361.png,,,train,512,512,262144,0,0.0,
authentic__37364,37364,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37364.png,,,train,1912,2568,4910016,0,0.0,
authentic__37421,37421,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37421.png,,,train,512,731,374272,0,0.0,
authentic__37423,37423,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37423.png,,,train,666,1000,666000,0,0.0,
authentic__37424,37424,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37424.png,,,train,666,1000,666000,0,0.0,
authentic__37448,37448,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37448.png,,,train,666,1000,666000,0,0.0,
authentic__37476,37476,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37476.png,,,train,1918,1109,2127062,0,0.0,
authentic__37495,37495,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37495.png,,,train,512,615,314880,0,0.0,
authentic__37504,37504,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37504.png,,,train,256,256,65536,0,0.0,
authentic__37553,37553,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37553.png,,,train,1200,1600,1920000,0,0.0,
authentic__37556,37556,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37556.png,,,train,256,256,65536,0,0.0,
authentic__37583,37583,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37583.png,,,train,666,1000,666000,0,0.0,
authentic__37605,37605,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37605.png,,,train,256,256,65536,0,0.0,
authentic__37639,37639,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37639.png,,,train,3888,2592,10077696,0,0.0,
authentic__377,377,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/377.png,,,train,696,767,533832,0,0.0,
authentic__37708,37708,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37708.png,,,train,589,512,301568,0,0.0,
authentic__37783,37783,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37783.png,,,train,251,483,121233,0,0.0,
authentic__37816,37816,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37816.png,,,train,121,963,116523,0,0.0,
authentic__37827,37827,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37827.png,,,train,419,1539,644841,0,0.0,
authentic__37830,37830,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37830.png,,,train,256,256,65536,0,0.0,
authentic__3785,3785,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3785.png,,,train,501,98,49098,0,0.0,
authentic__37855,37855,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37855.png,,,train,515,512,263680,0,0.0,
authentic__37880,37880,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37880.png,,,train,246,226,55596,0,0.0,
authentic__37902,37902,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37902.png,,,train,360,360,129600,0,0.0,
authentic__37909,37909,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37909.png,,,train,512,640,327680,0,0.0,
authentic__37912,37912,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37912.png,,,train,118,843,99474,0,0.0,
authentic__37921,37921,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37921.png,,,train,638,686,437668,0,0.0,
authentic__37934,37934,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37934.png,,,train,256,256,65536,0,0.0,
authentic__37966,37966,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37966.png,,,train,360,360,129600,0,0.0,
authentic__37975,37975,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37975.png,,,train,81,726,58806,0,0.0,
authentic__37980,37980,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/37980.png,,,train,68,391,26588,0,0.0,
authentic__38038,38038,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38038.png,,,train,102,986,100572,0,0.0,
authentic__38055,38055,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38055.png,,,train,520,696,361920,0,0.0,
authentic__3811,3811,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3811.png,,,train,666,1000,666000,0,0.0,
authentic__38129,38129,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38129.png,,,train,520,696,361920,0,0.0,
authentic__38205,38205,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38205.png,,,train,256,256,65536,0,0.0,
authentic__38228,38228,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38228.png,,,train,1912,2568,4910016,0,0.0,
authentic__3826,3826,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3826.png,,,train,512,648,331776,0,0.0,
authentic__38283,38283,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38283.png,,,train,3888,2592,10077696,0,0.0,
authentic__38285,38285,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38285.png,,,train,666,1000,666000,0,0.0,
authentic__38292,38292,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38292.png,,,train,256,256,65536,0,0.0,
authentic__38396,38396,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38396.png,,,train,666,1000,666000,0,0.0,
authentic__384,384,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/384.png,,,train,1200,1600,1920000,0,0.0,
authentic__38409,38409,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38409.png,,,train,520,696,361920,0,0.0,
authentic__38440,38440,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38440.png,,,train,256,320,81920,0,0.0,
authentic__38471,38471,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38471.png,,,train,256,256,65536,0,0.0,
authentic__38481,38481,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38481.png,,,train,79,482,38078,0,0.0,
authentic__38484,38484,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38484.png,,,train,1912,2568,4910016,0,0.0,
authentic__38500,38500,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38500.png,,,train,256,256,65536,0,0.0,
authentic__38521,38521,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38521.png,,,train,520,696,361920,0,0.0,
authentic__38534,38534,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38534.png,,,train,666,1000,666000,0,0.0,
authentic__38567,38567,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38567.png,,,train,666,1000,666000,0,0.0,
authentic__38582,38582,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38582.png,,,train,256,256,65536,0,0.0,
authentic__38613,38613,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38613.png,,,train,256,256,65536,0,0.0,
authentic__38625,38625,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38625.png,,,train,256,256,65536,0,0.0,
authentic__38667,38667,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38667.png,,,train,360,360,129600,0,0.0,
authentic__38679,38679,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38679.png,,,train,666,1000,666000,0,0.0,
authentic__38698,38698,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38698.png,,,train,1200,1600,1920000,0,0.0,
authentic__38780,38780,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38780.png,,,train,1024,1024,1048576,0,0.0,
authentic__3880,3880,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/3880.png,,,train,666,1000,666000,0,0.0,
authentic__38800,38800,authentic,0,0,/kaggle/input/competitions/recodai-luc-scientific-image-forgery-detection/train_images/authentic/38800.png,,,train,1200,1600,1920000,0,0.0,
