image_id,image_label,mask_quartile,gt_component_count,pred_component_count,matched_component_count,component_fp,component_fn,avg_matched_iou
27896,1,Q2,2,2,1,1,1,0.7716049551963806
28014,1,Q4,2,3,2,1,0,0.6717972308397293
28195,1,Q1,4,6,1,5,3,0.20883534848690033
28245,1,Q3,2,3,2,1,0,0.5319142788648605
28283,1,Q3,3,3,2,1,1,0.5302481800317764
28412,1,Q4,2,2,2,0,0,0.9064411520957947
28496,1,Q1,3,3,2,1,1,0.6101666390895844
286,1,Q3,6,1,0,1,6,0.0
28645,1,Q2,2,2,1,1,1,0.18389205634593964
28878,1,Q3,4,3,3,0,1,0.38375059763590497
28928,1,Q3,5,1,1,0,4,0.5972850918769836
28965,1,Q2,2,4,1,3,1,0.658703088760376
29058,1,Q2,4,0,0,0,4,0.0
29129,1,Q2,2,3,2,1,0,0.7924772500991821
29229,1,Q4,2,2,2,0,0,0.9124670028686523
29464,1,Q1,2,5,2,3,0,0.7873657047748566
29482,1,Q4,2,2,2,0,0,0.5495837330818176
29593,1,Q3,4,0,0,0,4,0.0
29663,1,Q2,2,0,0,0,2,0.0
29736,1,Q4,2,2,2,0,0,0.8148088157176971
298,1,Q2,2,4,2,2,0,0.4579249173402786
29935,1,Q2,2,3,0,3,2,0.0
30045,1,Q3,2,2,2,0,0,0.8658252954483032
30217,1,Q4,2,3,2,1,0,0.9201346337795258
30298,1,Q1,4,0,0,0,4,0.0
30354,1,Q3,2,1,1,0,1,0.8149779438972473
30494,1,Q4,6,1,0,1,6,0.0
3062,1,Q1,4,0,0,0,4,0.0
30715,1,Q4,2,1,1,0,1,0.7852458953857422
30871,1,Q2,4,5,2,3,2,0.4495438039302826
30917,1,Q3,6,0,0,0,6,0.0
31077,1,Q1,4,4,2,2,2,0.48731933534145355
3110,1,Q3,2,4,2,2,0,0.3039427474141121
31218,1,Q1,2,2,1,1,1,0.268608421087265
31262,1,Q3,5,2,2,0,3,0.6083846092224121
31336,1,Q4,2,1,1,0,1,0.730053186416626
31468,1,Q4,2,3,2,1,0,0.8613815307617188
31725,1,Q2,2,3,2,1,0,0.40444792807102203
31834,1,Q2,2,5,2,3,0,0.8124400079250336
31942,1,Q1,5,7,4,3,1,0.8025950491428375
32013,1,Q1,2,4,2,2,0,0.34164081513881683
32139,1,Q3,5,1,1,0,4,0.7579172253608704
32201,1,Q3,2,1,1,0,1,0.4575502872467041
3228,1,Q4,1,3,1,2,0,0.9334768056869507
32398,1,Q4,4,6,4,2,0,0.817001610994339
32535,1,Q2,2,6,1,5,1,0.6378787755966187
32722,1,Q3,2,2,0,2,2,0.0
32884,1,Q1,2,2,1,1,1,0.8609929084777832
32973,1,Q3,2,1,1,0,1,0.27859145402908325
33053,1,Q3,2,4,2,2,0,0.7256119549274445
33127,1,Q3,6,0,0,0,6,0.0
33235,1,Q3,4,0,0,0,4,0.0
33295,1,Q3,2,5,2,3,0,0.3640962839126587
33343,1,Q4,2,2,2,0,0,0.7954311370849609
33580,1,Q3,2,3,2,1,0,0.7565975189208984
33686,1,Q4,2,4,2,2,0,0.5882889628410339
33778,1,Q3,6,0,0,0,6,0.0
339,1,Q4,2,1,1,0,1,0.29291078448295593
33985,1,Q4,4,5,4,1,0,0.7756531685590744
34036,1,Q3,2,3,2,1,0,0.6043012589216232
34211,1,Q2,2,4,2,2,0,0.4784556180238724
34306,1,Q2,2,2,2,0,0,0.8780259788036346
34415,1,Q4,2,3,2,1,0,0.8608697950839996
34597,1,Q4,2,4,2,2,0,0.3156091719865799
34824,1,Q3,7,3,3,0,4,0.528796116511027
34873,1,Q4,2,3,2,1,0,0.6285816878080368
35018,1,Q3,4,1,1,0,3,0.6746031641960144
35069,1,Q2,2,2,0,2,2,0.0
35127,1,Q2,2,3,2,1,0,0.6783833503723145
35222,1,Q3,2,2,2,0,0,0.6479459702968597
35378,1,Q1,6,0,0,0,6,0.0
35471,1,Q1,3,0,0,0,3,0.0
35586,1,Q4,2,2,2,0,0,0.6632258594036102
35715,1,Q1,2,0,0,0,2,0.0
35744,1,Q4,2,2,1,1,1,0.46208274364471436
35829,1,Q2,2,0,0,0,2,0.0
35885,1,Q1,4,4,2,2,2,0.7487165331840515
36010,1,Q1,2,0,0,0,2,0.0
36190,1,Q2,9,0,0,0,9,0.0
36295,1,Q4,2,3,2,1,0,0.6442723423242569
36390,1,Q2,2,3,2,1,0,0.8761458396911621
36453,1,Q1,2,3,1,2,1,0.7752928733825684
36597,1,Q2,2,2,1,1,1,0.6167742013931274
36707,1,Q4,2,2,1,1,1,0.5826477408409119
36746,1,Q3,2,6,2,4,0,0.7230039238929749
36949,1,Q2,4,6,2,4,2,0.7927208244800568
37076,1,Q1,4,4,2,2,2,0.6787303388118744
37149,1,Q2,4,0,0,0,4,0.0
37280,1,Q2,2,0,0,0,2,0.0
37400,1,Q2,4,1,0,1,4,0.0
37451,1,Q3,6,2,0,2,6,0.0
3751,1,Q1,2,2,2,0,0,0.6778379678726196
37586,1,Q3,7,0,0,0,7,0.0
37735,1,Q4,2,4,2,2,0,0.8803799152374268
37817,1,Q2,6,4,3,1,3,0.2873806009689967
37856,1,Q2,4,5,0,5,4,0.0
37903,1,Q1,2,1,1,0,1,0.7536656856536865
37942,1,Q4,2,5,2,3,0,0.8905030190944672
38034,1,Q1,2,0,0,0,2,0.0
38136,1,Q4,2,1,1,0,1,0.9103260636329651
38256,1,Q3,4,1,0,1,4,0.0
38294,1,Q4,2,0,0,0,2,0.0
38456,1,Q3,3,2,2,0,1,0.7915670871734619
38486,1,Q2,7,0,0,0,7,0.0
38548,1,Q1,3,0,0,0,3,0.0
38633,1,Q2,3,1,1,0,2,0.6934306621551514
38699,1,Q1,2,8,2,6,0,0.7800360023975372
38913,1,Q4,2,4,2,2,0,0.5085534453392029
38996,1,Q1,4,0,0,0,4,0.0
39099,1,Q1,2,5,2,3,0,0.7509782910346985
39299,1,Q2,2,1,0,1,2,0.0
39366,1,Q3,2,0,0,0,2,0.0
39549,1,Q1,2,2,0,2,2,0.0
39625,1,Q1,4,1,0,1,4,0.0
39737,1,Q4,2,4,2,2,0,0.9155836403369904
39875,1,Q1,2,4,2,2,0,0.5857623219490051
39944,1,Q4,2,2,2,0,0,0.5294208824634552
40033,1,Q4,2,4,2,2,0,0.9125687479972839
4022,1,Q1,4,4,1,3,3,0.46056148409843445
40298,1,Q1,12,0,0,0,12,0.0
40349,1,Q1,3,0,0,0,3,0.0
40373,1,Q4,2,2,2,0,0,0.8989656269550323
4045,1,Q1,4,0,0,0,4,0.0
40519,1,Q1,2,3,1,2,1,0.6803921461105347
40582,1,Q2,2,0,0,0,2,0.0
40728,1,Q2,8,0,0,0,8,0.0
40828,1,Q4,2,3,2,1,0,0.6980500221252441
40919,1,Q4,2,2,2,0,0,0.9237768054008484
40974,1,Q2,2,1,0,1,2,0.0
41024,1,Q4,3,5,3,2,0,0.8948465983072916
41080,1,Q4,2,3,2,1,0,0.784317821264267
41171,1,Q3,2,4,2,2,0,0.37464530766010284
41255,1,Q3,9,0,0,0,9,0.0
414,1,Q3,2,5,2,3,0,0.8567659258842468
41517,1,Q4,2,3,2,1,0,0.9485191702842712
41600,1,Q2,3,2,0,2,3,0.0
41697,1,Q4,2,1,1,0,1,0.7647963166236877
41830,1,Q4,2,4,2,2,0,0.6498976945877075
41895,1,Q2,3,0,0,0,3,0.0
42035,1,Q4,2,2,2,0,0,0.8690524101257324
42121,1,Q3,6,0,0,0,6,0.0
4222,1,Q4,1,1,1,0,0,0.9199042320251465
42289,1,Q1,3,0,0,0,3,0.0
42385,1,Q3,2,3,2,1,0,0.7512220144271851
42461,1,Q2,2,5,1,4,1,0.4321131706237793
42632,1,Q4,2,1,1,0,1,0.47700798511505127
42742,1,Q1,4,6,4,2,0,0.7796750515699387
42832,1,Q1,2,1,0,1,2,0.0
43085,1,Q4,3,4,3,1,0,0.7668792605400085
43142,1,Q2,2,5,1,4,1,0.8798435926437378
4321,1,Q4,2,4,2,2,0,0.6592444628477097
43285,1,Q2,2,2,1,1,1,0.8956023454666138
43368,1,Q1,2,1,1,0,1,0.30950379371643066
43610,1,Q2,3,0,0,0,3,0.0
4371,1,Q4,1,5,0,5,1,0.0
43810,1,Q3,5,7,5,2,0,0.6902304649353027
43915,1,Q1,2,0,0,0,2,0.0
44020,1,Q1,2,1,0,1,2,0.0
44171,1,Q3,2,1,0,1,2,0.0
44236,1,Q3,2,1,1,0,1,0.42449432611465454
44311,1,Q2,4,0,0,0,4,0.0
44420,1,Q1,2,4,2,2,0,0.4379354864358902
44555,1,Q3,2,3,1,2,1,0.1371973603963852
44622,1,Q3,2,3,2,1,0,0.8361660242080688
44666,1,Q3,2,4,1,3,1,0.8711163401603699
44778,1,Q2,2,2,1,1,1,0.1858207732439041
44829,1,Q3,2,1,1,0,1,0.10204440355300903
45004,1,Q1,4,1,1,0,3,0.20221948623657227
45133,1,Q1,4,6,4,2,0,0.7369675785303116
45182,1,Q4,2,2,2,0,0,0.866810142993927
45310,1,Q3,6,3,2,1,4,0.7464781999588013
45381,1,Q1,2,0,0,0,2,0.0
45536,1,Q2,2,4,1,3,1,0.7175235152244568
45620,1,Q3,2,8,2,6,0,0.6578303873538971
45767,1,Q2,2,7,2,5,0,0.8547186553478241
45878,1,Q3,2,4,2,2,0,0.4696837589144707
45958,1,Q2,8,0,0,0,8,0.0
46106,1,Q1,3,0,0,0,3,0.0
46206,1,Q2,5,0,0,0,5,0.0
46309,1,Q2,2,3,1,2,1,0.4203642010688782
46366,1,Q3,8,9,6,3,2,0.6316201736529669
46500,1,Q3,2,0,0,0,2,0.0
46698,1,Q2,2,4,2,2,0,0.6472478806972504
46849,1,Q4,2,1,1,0,1,0.6215469837188721
46907,1,Q4,2,4,2,2,0,0.35479526221752167
46969,1,Q2,6,4,3,1,3,0.6446515222390493
47030,1,Q2,2,1,0,1,2,0.0
47069,1,Q3,3,5,3,2,0,0.6133948266506195
47151,1,Q1,2,0,0,0,2,0.0
47261,1,Q3,2,2,1,1,1,0.24404099583625793
4740,1,Q4,2,6,2,4,0,0.7102612853050232
47441,1,Q1,4,0,0,0,4,0.0
47770,1,Q3,5,6,5,1,0,0.6822308242321015
47916,1,Q4,2,2,2,0,0,0.8554199635982513
48113,1,Q1,2,4,1,3,1,0.7781456708908081
48207,1,Q4,2,5,2,3,0,0.6739855110645294
48272,1,Q4,2,5,2,3,0,0.48197387158870697
48333,1,Q3,4,2,0,2,4,0.0
4845,1,Q1,2,2,2,0,0,0.4432871639728546
4865,1,Q1,2,0,0,0,2,0.0
48718,1,Q1,6,0,0,0,6,0.0
48836,1,Q3,3,10,3,7,0,0.6722150246302286
48981,1,Q4,2,3,2,1,0,0.9012413322925568
49042,1,Q2,2,0,0,0,2,0.0
49233,1,Q2,3,1,1,0,2,0.7340425252914429
49506,1,Q1,2,1,0,1,2,0.0
4957,1,Q1,2,2,0,2,2,0.0
49711,1,Q4,2,4,1,3,1,0.29537007212638855
49733,1,Q1,2,0,0,0,2,0.0
49799,1,Q3,2,1,1,0,1,0.3927203118801117
4992,1,Q1,2,0,0,0,2,0.0
49982,1,Q3,3,5,2,3,1,0.7171928286552429
50069,1,Q2,4,2,2,0,2,0.7632575631141663
50158,1,Q4,4,4,3,1,1,0.6776746511459351
50255,1,Q1,4,6,3,3,1,0.7474851806958517
50311,1,Q1,3,1,1,0,2,0.3143564462661743
50419,1,Q4,2,2,2,0,0,0.8947060108184814
50539,1,Q1,4,5,3,2,1,0.7655842502911886
50636,1,Q2,5,1,1,0,4,0.7284768223762512
50690,1,Q3,2,2,1,1,1,0.782120943069458
5080,1,Q4,2,3,2,1,0,0.9205214083194733
50907,1,Q3,4,0,0,0,4,0.0
50983,1,Q2,7,0,0,0,7,0.0
51069,1,Q3,2,2,1,1,1,0.28701892495155334
51165,1,Q4,2,1,1,0,1,0.7137355804443359
51227,1,Q1,2,8,2,6,0,0.6546229720115662
5130,1,Q2,2,7,2,5,0,0.4632417932152748
51345,1,Q4,2,2,2,0,0,0.8933910727500916
51552,1,Q3,2,6,2,4,0,0.6088466197252274
51718,1,Q2,3,1,1,0,2,0.254633367061615
51796,1,Q3,6,0,0,0,6,0.0
51927,1,Q3,2,3,2,1,0,0.6115680038928986
52050,1,Q1,2,3,0,3,2,0.0
5220,1,Q2,2,3,1,2,1,0.8445621728897095
52298,1,Q4,2,4,2,2,0,0.6286222040653229
52396,1,Q4,2,1,1,0,1,0.2076611965894699
52590,1,Q3,2,3,2,1,0,0.6795085072517395
5270,1,Q3,2,2,2,0,0,0.5984513908624649
52798,1,Q1,4,7,3,4,1,0.892188549041748
52927,1,Q3,2,3,2,1,0,0.837281346321106
53118,1,Q2,5,1,1,0,4,0.2161383330821991
53157,1,Q3,6,2,2,0,4,0.37027284502983093
53248,1,Q2,2,2,1,1,1,0.7445855140686035
53404,1,Q4,2,2,2,0,0,0.9015385806560516
53527,1,Q1,3,1,0,1,3,0.0
53675,1,Q2,6,0,0,0,6,0.0
5385,1,Q2,2,1,1,0,1,0.3463114798069
53927,1,Q3,2,1,1,0,1,0.7121792435646057
54000,1,Q4,2,4,2,2,0,0.6653115153312683
54040,1,Q2,2,3,2,1,0,0.48479650914669037
54152,1,Q4,2,3,2,1,0,0.9150203764438629
5436,1,Q3,2,1,1,0,1,0.5359256267547607
54527,1,Q4,1,1,1,0,0,0.8657620549201965
54553,1,Q2,2,1,0,1,2,0.0
54710,1,Q2,2,3,2,1,0,0.8291052579879761
54790,1,Q2,3,5,3,2,0,0.7319232821464539
54870,1,Q3,2,2,1,1,1,0.47543179988861084
54945,1,Q4,4,5,4,1,0,0.7132294960319996
55025,1,Q3,6,0,0,0,6,0.0
55072,1,Q3,2,3,2,1,0,0.8104174435138702
55175,1,Q4,4,3,3,0,1,0.7146284182866415
55291,1,Q1,4,0,0,0,4,0.0
55394,1,Q4,4,0,0,0,4,0.0
55541,1,Q1,6,0,0,0,6,0.0
55651,1,Q2,2,0,0,0,2,0.0
55695,1,Q3,4,7,4,3,0,0.5391796119511127
55790,1,Q4,2,3,2,1,0,0.6586276888847351
55949,1,Q3,2,2,0,2,2,0.0
56127,1,Q2,2,0,0,0,2,0.0
5626,1,Q2,3,1,0,1,3,0.0
56311,1,Q1,2,1,0,1,2,0.0
56438,1,Q3,2,1,1,0,1,0.13758772611618042
56515,1,Q3,6,2,2,0,4,0.6202239692211151
56589,1,Q4,2,3,2,1,0,0.955266535282135
56723,1,Q2,2,1,1,0,1,0.8241912722587585
56793,1,Q4,4,3,2,1,2,0.64689040184021
569,1,Q3,2,2,2,0,0,0.7261062562465668
56997,1,Q3,2,0,0,0,2,0.0
57085,1,Q2,4,0,0,0,4,0.0
57239,1,Q2,3,0,0,0,3,0.0
57328,1,Q4,2,2,2,0,0,0.9604883193969727
57505,1,Q1,2,1,1,0,1,0.19858156144618988
57643,1,Q4,2,4,2,2,0,0.8785212934017181
5772,1,Q2,6,8,5,3,1,0.5312345564365387
57824,1,Q2,4,7,0,7,4,0.0
57927,1,Q3,2,3,2,1,0,0.9314034879207611
58081,1,Q2,2,2,1,1,1,0.15939553081989288
58180,1,Q1,2,1,0,1,2,0.0
58338,1,Q3,2,3,2,1,0,0.8810218870639801
58425,1,Q3,2,0,0,0,2,0.0
58510,1,Q1,2,5,1,4,1,0.8485838770866394
58593,1,Q3,4,2,1,1,3,0.16023899614810944
58697,1,Q2,2,1,1,0,1,0.8590909242630005
58782,1,Q4,5,4,4,0,1,0.7241123616695404
58955,1,Q1,6,9,5,4,1,0.7511332631111145
59022,1,Q3,6,0,0,0,6,0.0
59148,1,Q2,2,3,2,1,0,0.851902425289154
59255,1,Q3,8,0,0,0,8,0.0
59375,1,Q1,3,0,0,0,3,0.0
59453,1,Q3,2,2,2,0,0,0.4343748539686203
59617,1,Q3,2,3,2,1,0,0.8979398906230927
5967,1,Q1,6,4,0,4,6,0.0
59840,1,Q3,2,3,2,1,0,0.8637852668762207
59951,1,Q4,2,2,2,0,0,0.3584412634372711
60046,1,Q1,2,1,0,1,2,0.0
6011,1,Q2,2,5,2,3,0,0.3495858460664749
60195,1,Q1,3,3,2,1,1,0.6506629586219788
60298,1,Q3,6,2,0,2,6,0.0
60340,1,Q2,5,0,0,0,5,0.0
60457,1,Q4,2,4,2,2,0,0.9399173855781555
6060,1,Q3,2,0,0,0,2,0.0
60829,1,Q1,2,0,0,0,2,0.0
60986,1,Q3,4,4,4,0,0,0.7505929172039032
6103,1,Q2,2,3,2,1,0,0.5941642820835114
61134,1,Q3,4,1,0,1,4,0.0
61270,1,Q2,3,4,3,1,0,0.8485596776008606
61355,1,Q1,4,0,0,0,4,0.0
61566,1,Q1,2,2,2,0,0,0.43492650985717773
61725,1,Q3,2,3,0,3,2,0.0
61883,1,Q2,2,4,2,2,0,0.6495318412780762
61997,1,Q1,1,4,1,3,0,0.6786636114120483
6212,1,Q4,4,4,3,1,1,0.8709758520126343
62249,1,Q1,2,0,0,0,2,0.0
62330,1,Q3,4,4,4,0,0,0.5078431218862534
62519,1,Q3,2,2,2,0,0,0.7069227695465088
62663,1,Q3,2,2,1,1,1,0.4070224463939667
62793,1,Q3,4,3,1,2,3,0.7887828350067139
62865,1,Q2,4,1,1,0,3,0.18288221955299377
63046,1,Q1,3,6,2,4,1,0.6441792994737625
63117,1,Q1,4,4,1,3,3,0.3178294599056244
63245,1,Q3,2,5,2,3,0,0.551608145236969
633,1,Q1,2,6,2,4,0,0.6496922969818115
63355,1,Q2,4,1,1,0,3,0.47428572177886963
63427,1,Q1,3,1,0,1,3,0.0
63654,1,Q3,2,1,1,0,1,0.8811659216880798
63713,1,Q1,3,2,0,2,3,0.0
63834,1,Q2,2,5,2,3,0,0.5078827030956745
63947,1,Q4,3,3,3,0,0,0.8570539951324463
6407,1,Q1,4,4,2,2,2,0.5781031847000122
64128,1,Q4,4,7,3,4,1,0.872511068979899
6419,1,Q3,2,4,2,2,0,0.8881739974021912
64245,1,Q2,2,4,2,2,0,0.7642530500888824
64289,1,Q4,2,2,2,0,0,0.6191394478082657
64391,1,Q2,2,1,1,0,1,0.866008460521698
6454,1,Q2,5,3,1,2,4,0.5699999928474426
64717,1,Q1,2,0,0,0,2,0.0
64773,1,Q3,4,1,1,0,3,0.5558823347091675
64941,1,Q2,2,3,2,1,0,0.26035334914922714
6508,1,Q4,3,4,3,1,0,0.8790594339370728
65214,1,Q1,2,3,1,2,1,0.5962059497833252
65311,1,Q4,2,0,0,0,2,0.0
65399,1,Q2,4,0,0,0,4,0.0
65532,1,Q1,3,0,0,0,3,0.0
6618,1,Q1,2,1,0,1,2,0.0
6696,1,Q1,3,5,3,2,0,0.5866834024588267
6800,1,Q2,2,1,1,0,1,0.9223335981369019
6932,1,Q2,6,3,0,3,6,0.0
7004,1,Q4,6,4,4,0,2,0.5407610908150673
7130,1,Q1,5,0,0,0,5,0.0
7279,1,Q1,2,0,0,0,2,0.0
7411,1,Q4,2,2,2,0,0,0.8495862782001495
7498,1,Q3,5,3,1,2,4,0.26201921701431274
7610,1,Q2,5,0,0,0,5,0.0
770,1,Q1,6,1,0,1,6,0.0
7715,1,Q4,2,3,2,1,0,0.7377780973911285
7771,1,Q2,3,2,1,1,2,0.6242884397506714
7972,1,Q3,2,3,1,2,1,0.7097723484039307
8074,1,Q4,2,2,2,0,0,0.913507729768753
8130,1,Q1,2,3,0,3,2,0.0
8259,1,Q3,2,3,1,2,1,0.15230414271354675
8388,1,Q4,2,2,2,0,0,0.6824077218770981
8481,1,Q1,2,0,0,0,2,0.0
8678,1,Q4,2,2,1,1,1,0.7750566601753235
8733,1,Q3,2,3,2,1,0,0.778333455324173
8874,1,Q2,2,4,0,4,2,0.0
899,1,Q2,2,3,0,3,2,0.0
9086,1,Q3,2,0,0,0,2,0.0
9218,1,Q3,2,3,1,2,1,0.3676814138889313
9568,1,Q4,2,2,2,0,0,0.4109170660376549
9759,1,Q2,10,0,0,0,10,0.0
9849,1,Q4,2,3,2,1,0,0.7168682515621185
9977,1,Q1,2,0,0,0,2,0.0
