sample_id,image_id,gt_area,surface_area,edge_area,area_delta_edge_minus_surface,change_pixels,surface_dice,edge_dice,dice_delta_edge_minus_surface
forged__41024,41024,3100,3351,4066,715,715,0.7949155169741126,0.8152386268490092,0.020323109874896605
forged__41600,41600,1165,1691,2405,714,714,0.5021008403361344,0.550140056022409,0.04803921568627456
forged__12364,12364,3766,4727,5431,704,704,0.886612504415401,0.8189627052299663,-0.06764979918543468
forged__10951,10951,3348,3543,4243,700,700,0.9209113336235669,0.8786721117112369,-0.04223922191232998
forged__39099,39099,268,566,1261,695,695,0.3117505995203837,0.2812295618051014,-0.030521037715282306
forged__28195,28195,134,1898,2591,693,693,0.0,0.01834862385321101,0.01834862385321101
forged__25003,25003,300,668,1359,691,691,0.1756198347107438,0.161543098251959,-0.014076736458784794
forged__30917,30917,2262,0,681,681,681,0.0,0.0,0.0
forged__16161,16161,531,454,1131,677,677,0.4040609137055838,0.4993983152827918,0.09533740157720805
forged__20103,20103,559,939,1603,664,664,0.4152202937249666,0.33580018501387604,-0.07942010871109056
forged__58955,58955,1304,774,1436,662,662,0.699711260827719,0.7364963503649635,0.036785089537244575
forged__298,298,9630,0,647,647,647,0.0,0.07044857448671792,0.07044857448671792
forged__29663,29663,630,118,763,645,645,0.0,0.0,0.0
forged__5772,5772,955,1074,1710,636,636,0.3430261212419911,0.4270168855534709,0.08399076431147978
forged__19847,19847,1304,998,1634,636,636,0.2988705473501303,0.36147038801906056,0.06259984066893026
forged__24937,24937,809,1006,1639,633,633,0.5950413223140496,0.5947712418300654,-0.00027008048398424744
forged__26492,26492,4273,8148,8776,628,628,0.6786893164801546,0.6547628170741053,-0.023926499406049295
forged__58782,58782,4176,2234,2861,627,627,0.4124804992199688,0.5070342475486713,0.0945537483287025
forged__51069,51069,1036,2280,2905,625,625,0.0,0.0,0.0
forged__6454,6454,984,257,878,621,621,0.0,0.09452201933404941,0.09452201933404941
forged__57085,57085,953,91,702,611,611,0.05938697318007663,0.28882175226586104,0.2294347790857844
forged__9849,9849,3391,1799,2410,611,611,0.6115606936416185,0.6726426478193415,0.061081954177723
forged__13123,13123,158,2042,2650,608,608,0.0,0.0,0.0
forged__47069,47069,4378,1573,2181,608,608,0.5017644093429676,0.48635462722976064,-0.015409782113206982
forged__63713,63713,116,743,1314,571,571,0.14668218859138532,0.1034965034965035,-0.043185685094881826
forged__65311,65311,12705,0,569,569,569,0.0,0.059514841042639745,0.059514841042639745
forged__14988,14988,847,1241,1807,566,566,0.5574712643678161,0.5795026375282593,0.022031373160443124
forged__12446,12446,1033,436,997,561,561,0.4914908100748809,0.45517241379310347,-0.03631839628177741
forged__40919,40919,5354,5976,6530,554,554,0.8886142983230362,0.8845506563446651,-0.0040636419783710576
forged__47030,47030,1181,519,1062,543,543,0.0,0.0,0.0
forged__25388,25388,7910,0,541,541,541,0.0,0.07218080700508815,0.07218080700508815
forged__22046,22046,1912,369,909,540,540,0.0,0.051045728465083304,0.051045728465083304
forged__30045,30045,6076,6325,6864,539,539,0.9433110233045722,0.9253477588871716,-0.017963264417400593
forged__6508,6508,4486,5190,5725,535,535,0.8584125671765193,0.8557438056997356,-0.002668761476783632
forged__31942,31942,705,653,1187,534,534,0.5051546391752577,0.5454545454545454,0.0402999062792877
forged__4022,4022,873,379,908,529,529,0.4712460063897764,0.4480628860190904,-0.023183120370685983
forged__37735,37735,1453,896,1424,528,528,0.6019582801191996,0.5039972193256865,-0.09796106079351308
forged__15579,15579,558,996,1519,523,523,0.3436293436293436,0.3476167549350024,0.003987411305658772
forged__59453,59453,6783,40,551,511,511,0.01172504763300601,0.07581128988273793,0.06408624224973192
forged__62793,62793,1517,149,654,505,505,0.0,0.10225702441271303,0.10225702441271303
forged__20490,20490,1159,0,501,501,501,0.0,0.060240963855421686,0.060240963855421686
forged__29464,29464,296,491,990,499,499,0.6302414231257941,0.4572317262830482,-0.17300969684274592
forged__61883,61883,1097,1384,1872,488,488,0.7496977025392987,0.7032670932974066,-0.04643060924189213
forged__50539,50539,615,692,1179,487,487,0.42387146136189746,0.5005574136008919,0.07668595223899444
forged__770,770,1026,81,568,487,487,0.0,0.056461731493099125,0.056461731493099125
forged__42742,42742,461,619,1094,475,475,0.5259259259259259,0.5196141479099678,-0.006311778015958058
forged__36949,36949,4134,856,1324,468,468,0.32905811623246495,0.3755954562110663,0.04653733997860138
forged__40519,40519,301,458,924,466,466,0.3820816864295125,0.3004081632653061,-0.0816735231642064
forged__12629,12629,263,384,843,459,459,0.0,0.0,0.0
forged__63654,63654,496,1255,1709,454,454,0.0,0.0,0.0
forged__26329,26329,551,298,745,447,447,0.4122497055359246,0.49691358024691357,0.08466387471098896
forged__60046,60046,292,0,446,446,446,0.0,0.0,0.0
forged__30354,30354,391,830,1275,445,445,0.5077805077805078,0.44057623049219685,-0.06720427728831091
forged__38699,38699,297,464,898,434,434,0.4467805519053876,0.4100418410041841,-0.03673871090120351
forged__39625,39625,514,762,1196,434,434,0.2993730407523511,0.3064327485380117,0.007059707785660618
forged__4045,4045,411,337,764,427,427,0.10962566844919786,0.20085106382978724,0.09122539538058938
forged__36707,36707,764,558,972,414,414,0.7518910741301059,0.7857142857142857,0.03382321158417978
forged__7004,7004,1067,559,970,411,411,0.5018450184501845,0.616593028964163,0.11474801051397854
forged__13603,13603,381,127,537,410,410,0.32677165354330706,0.33769063180827885,0.01091897826497179
forged__38136,38136,620,825,1232,407,407,0.3653979238754325,0.49352051835853133,0.12812259448309882
forged__5967,5967,1836,137,544,407,407,0.0,0.0,0.0
forged__45182,45182,1869,1262,1666,404,404,0.7480038326413286,0.8288543140028288,0.08085048136150019
forged__42289,42289,430,8,404,396,396,0.0,0.1630695443645084,0.1630695443645084
forged__41080,41080,4516,43,436,393,393,0.018863785917964466,0.1518578352180937,0.13299404930012923
forged__21540,21540,392,914,1305,391,391,0.4793261868300153,0.44431349440188567,-0.035012692428129655
forged__28496,28496,158,12,401,389,389,0.058823529411764705,0.25402504472271914,0.19520151531095442
forged__53157,53157,2842,1366,1754,388,388,0.589828897338403,0.5974760661444735,0.007647168806070415
forged__25458,25458,348,536,916,380,380,0.5090497737556561,0.48417721518987344,-0.024872558565782632
forged__16590,16590,1686,525,899,374,374,0.0,0.010058027079303675,0.010058027079303675
forged__50255,50255,628,603,972,369,369,0.5735174654752234,0.605,0.03148253452477656
forged__49042,49042,1190,7,376,369,369,0.0,0.001277139208173691,0.001277139208173691
forged__49506,49506,187,0,367,367,367,0.0,0.18050541516245489,0.18050541516245489
forged__30494,30494,1395,171,536,365,365,0.0,0.0,0.0
forged__48113,48113,234,516,876,360,360,0.448,0.3801801801801802,-0.06781981981981983
forged__31262,31262,395,85,442,357,357,0.24583333333333332,0.4038231780167264,0.15798984468339308
forged__28878,28878,1772,559,914,355,355,0.4796224796224796,0.6693968726731199,0.18977439305064026
forged__6932,6932,3684,904,1258,354,354,0.2951176983435048,0.2751922298664508,-0.01992546847705401
forged__10632,10632,324,373,725,352,352,0.6628407460545194,0.5776930409914204,-0.08514770506309899
forged__633,633,316,177,528,351,351,0.0,0.0,0.0
forged__6696,6696,480,724,1075,351,351,0.46179401993355484,0.4077170418006431,-0.054076978132911735
forged__51227,51227,580,692,1040,348,348,0.5754716981132075,0.6037037037037037,0.028232005590496212
forged__52798,52798,754,542,890,348,348,0.5169753086419753,0.5462287104622872,0.029253401820311886
forged__26035,26035,161,29,371,342,342,0.1368421052631579,0.22932330827067668,0.09248120300751878
forged__43810,43810,555,436,778,342,342,0.4682139253279516,0.6061515378844711,0.13793761255651948
forged__9568,9568,3701,760,1100,340,340,0.3017260703878054,0.3720058321183087,0.07027976173050327
forged__45310,45310,314,251,587,336,336,0.6442477876106195,0.5771365149833518,-0.06711127262726768
forged__19130,19130,726,84,420,336,336,0.0,0.0,0.0
forged__41895,41895,89,48,379,331,331,0.583941605839416,0.34615384615384615,-0.23778775968556987
forged__2177,2177,1263,20,351,331,331,0.0,0.0,0.0
forged__63834,63834,2919,238,564,326,326,0.15077605321507762,0.29399942578237154,0.14322337256729392
forged__45133,45133,660,670,994,324,324,0.6195488721804512,0.6783555018137848,0.05880662963333361
forged__25981,25981,132,342,665,323,323,0.3628691983122363,0.27854454203262236,-0.08432465627961394
forged__2450,2450,2817,2736,3059,323,323,0.9393120835584369,0.9336283185840708,-0.005683764974366068
forged__55949,55949,540,631,943,312,312,0.0,0.0,0.0
forged__23726,23726,663,0,308,308,308,0.0,0.0,0.0
forged__44311,44311,218,49,356,307,307,0.0449438202247191,0.30313588850174217,0.25819206827702307
forged__35018,35018,331,469,776,307,307,0.395,0.42276422764227645,0.02776422764227643
forged__22182,22182,4144,0,303,303,303,0.0,0.133123454013942,0.133123454013942
forged__10742,10742,334,432,725,293,293,0.46736292428198434,0.4003777148253069,-0.06698520945667746
forged__19281,19281,531,150,438,288,288,0.44052863436123346,0.5366357069143447,0.09610707255311124
forged__57505,57505,38,13,300,287,287,0.0,0.10059171597633136,0.10059171597633136
forged__11854,11854,428,157,444,287,287,0.48547008547008547,0.5963302752293578,0.11086018975927231
forged__24218,24218,1221,628,911,283,283,0.6122228231476474,0.6585365853658537,0.04631376221820627
forged__6212,6212,1441,599,881,282,282,0.5774509803921568,0.661498708010336,0.08404772761817914
forged__11662,11662,470,859,1136,277,277,0.618510158013544,0.5815691158156912,-0.03694104219785288
forged__38456,38456,358,305,580,275,275,0.6153846153846154,0.4669509594882729,-0.1484336558963425
forged__65399,65399,173,253,527,274,274,0.3286384976525822,0.3485714285714286,0.019932930918846403
forged__60195,60195,775,703,975,272,272,0.8633288227334236,0.8365714285714285,-0.026757394161995074
forged__31218,31218,330,452,723,271,271,0.37084398976982097,0.2943969610636277,-0.07644702870619324
forged__9977,9977,1339,452,718,266,266,0.47794528196538244,0.5085075352455032,0.030562253280120744
forged__57824,57824,2470,546,811,265,265,0.0,0.0,0.0
forged__43368,43368,352,528,791,263,263,0.25227272727272726,0.3447069116360455,0.09243418436331824
forged__17245,17245,536,194,454,260,260,0.4465753424657534,0.4707070707070707,0.024131728241317263
forged__37280,37280,1122,0,255,255,255,0.0,0.0014524328249818446,0.0014524328249818446
forged__14436,14436,1928,1057,1312,255,255,0.6385259631490787,0.5907407407407408,-0.047785222408337935
forged__14829,14829,385,193,443,250,250,0.5017301038062284,0.5845410628019324,0.08281095899570401
forged__29593,29593,1611,0,249,249,249,0.0,0.0,0.0
forged__56723,56723,548,16,264,248,248,0.04964539007092199,0.42610837438423643,0.37646298431331443
forged__7771,7771,705,0,245,245,245,0.0,0.22526315789473683,0.22526315789473683
forged__27896,27896,129,115,358,243,243,0.29508196721311475,0.20944558521560575,-0.085636381997509
forged__36597,36597,821,429,671,242,242,0.6464,0.5710455764075067,-0.07535442359249322
forged__65532,65532,62,22,262,240,240,0.0,0.0,0.0
forged__50636,50636,235,48,287,239,239,0.3250883392226148,0.4521072796934866,0.12701894047087176
forged__22337,22337,1444,1030,1266,236,236,0.7566693613581245,0.7557195571955719,-0.0009498041625525255
forged__20920,20920,354,229,464,235,235,0.5660377358490566,0.5843520782396088,0.018314342390552185
forged__14070,14070,6358,143,377,234,234,0.0,0.0,0.0
forged__6407,6407,180,200,432,232,232,0.45263157894736844,0.4215686274509804,-0.031062951496388047
forged__20379,20379,319,497,728,231,231,0.6102941176470589,0.5444126074498568,-0.06588151019720212
forged__13333,13333,589,419,645,226,226,0.6805555555555556,0.7277147487844409,0.04715919322888529
forged__28928,28928,368,305,523,218,218,0.6419019316493314,0.6801346801346801,0.038232748485348744
forged__25525,25525,489,0,218,218,218,0.0,0.005657708628005658,0.005657708628005658
forged__64773,64773,302,251,465,214,214,0.30018083182640143,0.38070404172099087,0.08052320989458944
forged__40728,40728,215,164,376,212,212,0.43271767810026385,0.5888324873096447,0.1561148092093808
forged__43142,43142,2100,0,211,211,211,0.0,0.12462137602769364,0.12462137602769364
forged__53118,53118,934,0,205,205,205,0.0,0.2598770851624232,0.2598770851624232
forged__17298,17298,308,168,370,202,202,0.5546218487394958,0.6430678466076696,0.08844599786817375
forged__12300,12300,489,1,200,199,199,0.0,0.07547169811320754,0.07547169811320754
forged__14594,14594,605,34,233,199,199,0.0,0.0,0.0
forged__46969,46969,560,499,688,189,189,0.6704438149197356,0.7467948717948718,0.07635105687513621
forged__14331,14331,254,182,369,187,187,0.6422018348623854,0.6099518459069021,-0.032249988955483255
forged__1101,1101,100,107,291,184,184,0.4251207729468599,0.2813299232736573,-0.1437908496732026
forged__24749,24749,7538,0,184,184,184,0.0,0.009583009583009583,0.009583009583009583
forged__54790,54790,2422,836,1018,182,182,0.476365868631062,0.4831395348837209,0.006773666252658905
forged__286,286,683,115,295,180,180,0.0,0.0,0.0
forged__11277,11277,211,156,331,175,175,0.20708446866485014,0.25092250922509224,0.0438380405602421
forged__63117,63117,1751,120,295,175,175,0.1282736504543025,0.19452590420332355,0.06625225374902105
forged__60298,60298,655,141,315,174,174,0.0,0.0,0.0
forged__12025,12025,5280,225,397,172,172,0.0,0.0,0.0
forged__62330,62330,629,382,553,171,171,0.5974282888229476,0.688663282571912,0.09123499374896438
forged__35885,35885,1191,442,613,171,171,0.5205143906919779,0.6208425720620843,0.10032818137010635
forged__63355,63355,235,162,332,170,170,0.35768261964735515,0.455026455026455,0.09734383537909985
forged__6060,6060,7253,0,170,170,170,0.0,0.040414926579550044,0.040414926579550044
forged__32013,32013,396,0,160,160,160,0.0,0.01079136690647482,0.01079136690647482
forged__61134,61134,485,35,190,155,155,0.0,0.0,0.0
forged__38633,38633,148,118,271,153,153,0.45864661654135336,0.40572792362768495,-0.05291869291366841
forged__62865,62865,1854,417,569,152,152,0.34522236900044034,0.42096574494428396,0.07574337594384362
forged__1008,1008,4014,0,148,148,148,0.0,0.071119654012494,0.071119654012494
forged__34824,34824,479,98,244,146,146,0.3050259965337955,0.6002766251728907,0.29525062863909524
forged__64245,64245,1063,428,573,145,145,0.5647216633132126,0.5929095354523227,0.028187872139110115
forged__26933,26933,876,164,308,144,144,0.09615384615384616,0.15878378378378377,0.06262993762993761
forged__33778,33778,594,142,282,140,140,0.0,0.0,0.0
forged__24029,24029,155,0,139,139,139,0.0,0.19727891156462585,0.19727891156462585
forged__24111,24111,850,127,262,135,135,0.0,0.0,0.0
forged__37451,37451,691,80,212,132,132,0.0,0.0,0.0
forged__38486,38486,149,0,128,128,128,0.0,0.0,0.0
forged__20007,20007,764,6,131,125,125,0.0,0.0,0.0
forged__22951,22951,87,47,171,124,124,0.0,0.20930232558139536,0.20930232558139536
forged__42121,42121,355,21,145,124,124,0.0,0.0,0.0
forged__45536,45536,1414,7,131,124,124,0.0,0.0,0.0
forged__47151,47151,72,31,153,122,122,0.0,0.0,0.0
forged__50069,50069,275,178,296,118,118,0.6887417218543046,0.7810858143607706,0.09234409250646602
forged__56515,56515,364,1,118,117,117,0.005479452054794521,0.4190871369294606,0.4136076848746661
forged__50311,50311,595,4,119,115,115,0.01001669449081803,0.22408963585434175,0.21407294136352373
forged__63427,63427,462,180,294,114,114,0.5015576323987538,0.5873015873015873,0.08574395490283349
forged__1641,1641,1285,0,107,107,107,0.0,0.0,0.0
forged__8130,8130,615,34,140,106,106,0.0,0.0,0.0
forged__22739,22739,245,85,189,104,104,0.4666666666666667,0.7142857142857143,0.24761904761904763
forged__39549,39549,255,4,108,104,104,0.0,0.0,0.0
forged__36453,36453,818,251,353,102,102,0.4695977549111319,0.5294619982920581,0.05986424338092616
forged__29058,29058,556,0,101,101,101,0.0,0.0,0.0
forged__37817,37817,1429,0,101,101,101,0.0,0.1084967320261438,0.1084967320261438
forged__48333,48333,970,109,208,99,99,0.0,0.0,0.0
forged__4992,4992,108,0,95,95,95,0.0,0.0,0.0
forged__6618,6618,312,0,95,95,95,0.0,0.0,0.0
forged__13742,13742,240,193,286,93,93,0.7020785219399538,0.7452471482889734,0.043168626349019634
forged__2534,2534,269,155,247,92,92,0.42452830188679247,0.4418604651162791,0.017332163229486608
forged__26730,26730,460,31,123,92,92,0.0,0.024013722126929673,0.024013722126929673
forged__42632,42632,6695,0,90,90,90,0.0,0.026529108327192335,0.026529108327192335
forged__43610,43610,190,96,184,88,88,0.6153846153846154,0.7272727272727273,0.11188811188811187
forged__51796,51796,728,41,125,84,84,0.0,0.0,0.0
forged__33235,33235,707,0,82,82,82,0.0,0.0,0.0
forged__35471,35471,81,19,98,79,79,0.0,0.0,0.0
forged__56127,56127,817,0,68,68,68,0.0,0.0,0.0
forged__12073,12073,266,256,321,65,65,0.9425287356321839,0.9063032367972743,-0.03622549883490955
forged__59022,59022,457,0,63,63,63,0.0,0.015384615384615385,0.015384615384615385
forged__1580,1580,583,287,349,62,62,0.6206896551724138,0.6759656652360515,0.05527601006363769
forged__49233,49233,155,105,163,58,58,0.7461538461538462,0.7735849056603774,0.02743105950653124
forged__9086,9086,620,20,76,56,56,0.0,0.0,0.0
forged__58510,58510,681,309,362,53,53,0.6222222222222222,0.6538830297219559,0.031660807499733656
forged__55394,55394,971,0,53,53,53,0.0,0.0,0.0
forged__37076,37076,489,30,81,51,51,0.11560693641618497,0.28421052631578947,0.1686035898996045
forged__1813,1813,312,57,106,49,49,0.2872628726287263,0.3014354066985646,0.014172534069838316
forged__36390,36390,701,325,372,47,47,0.6257309941520468,0.641192917054986,0.01546192290293924
forged__58425,58425,324,51,90,39,39,0.0,0.0,0.0
forged__20666,20666,3940,0,34,34,34,0.0,0.0,0.0
forged__7610,7610,136,0,27,27,27,0.0,0.024539877300613498,0.024539877300613498
forged__9759,9759,1024,0,27,27,27,0.0,0.0,0.0
forged__27409,27409,147,0,19,19,19,0.0,0.1566265060240964,0.1566265060240964
forged__58697,58697,2620,0,18,18,18,0.0,0.01288855193328279,0.01288855193328279
forged__40582,40582,313,0,17,17,17,0.0,0.0,0.0
forged__33127,33127,1977,0,16,16,16,0.0,0.0,0.0
forged__59255,59255,1123,0,11,11,11,0.0,0.001763668430335097,0.001763668430335097
forged__7972,7972,4188,0,11,11,11,0.0,0.00523934270064301,0.00523934270064301
forged__65214,65214,969,0,10,10,10,0.0,0.020429009193054137,0.020429009193054137
forged__2577,2577,87,0,9,9,9,0.0,0.0,0.0
forged__2164,2164,608,0,9,9,9,0.0,0.0,0.0
forged__7498,7498,798,0,9,9,9,0.0,0.0,0.0
forged__47441,47441,445,0,7,7,7,0.0,0.0,0.0
forged__30298,30298,213,0,2,2,2,0.0,0.0,0.0
forged__56997,56997,266,0,2,2,2,0.0,0.0,0.0
forged__27694,27694,463,0,2,2,2,0.0,0.0,0.0
forged__55291,55291,253,0,1,1,1,0.0,0.0,0.0
forged__49733,49733,87,0,0,0,0,0.0,0.0,0.0
forged__38548,38548,112,0,0,0,0,0.0,0.0,0.0
forged__59375,59375,134,0,0,0,0,0.0,0.0,0.0
forged__11740,11740,153,0,0,0,0,0.0,0.0,0.0
forged__35715,35715,154,0,0,0,0,0.0,0.0,0.0
forged__7130,7130,169,0,0,0,0,0.0,0.0,0.0
forged__2622,2622,171,0,0,0,0,0.0,0.0,0.0
forged__3062,3062,171,0,0,0,0,0.0,0.0,0.0
forged__38034,38034,185,0,0,0,0,0.0,0.0,0.0
forged__45381,45381,189,0,0,0,0,0.0,0.0,0.0
forged__55541,55541,211,0,0,0,0,0.0,0.0,0.0
forged__25638,25638,219,0,0,0,0,0.0,0.0,0.0
forged__46106,46106,220,0,0,0,0,0.0,0.0,0.0
forged__64717,64717,221,0,0,0,0,0.0,0.0,0.0
forged__40349,40349,229,0,0,0,0,0.0,0.0,0.0
forged__13971,13971,241,0,0,0,0,0.0,0.0,0.0
forged__40974,40974,286,0,0,0,0,0.0,0.0,0.0
forged__1608,1608,293,0,0,0,0,0.0,0.0,0.0
forged__45958,45958,294,0,0,0,0,0.0,0.0,0.0
forged__46206,46206,317,0,0,0,0,0.0,0.0,0.0
forged__7279,7279,318,0,0,0,0,0.0,0.0,0.0
forged__21204,21204,324,0,0,0,0,0.0,0.0,0.0
forged__61355,61355,370,0,0,0,0,0.0,0.0,0.0
forged__60340,60340,377,0,0,0,0,0.0,0.0,0.0
forged__14700,14700,380,0,0,0,0,0.0,0.0,0.0
forged__1143,1143,391,0,0,0,0,0.0,0.0,0.0
forged__8481,8481,396,0,0,0,0,0.0,0.0,0.0
forged__49799,49799,407,0,0,0,0,0.0,0.0,0.0
forged__37149,37149,420,0,0,0,0,0.0,0.0,0.0
forged__26580,26580,426,0,0,0,0,0.0,0.0,0.0
forged__35378,35378,427,0,0,0,0,0.0,0.0,0.0
forged__40298,40298,439,0,0,0,0,0.0,0.0,0.0
forged__15061,15061,460,0,0,0,0,0.0,0.0,0.0
forged__17071,17071,495,0,0,0,0,0.0,0.0,0.0
forged__42832,42832,495,0,0,0,0,0.0,0.0,0.0
forged__50983,50983,497,0,0,0,0,0.0,0.0,0.0
forged__2053,2053,501,0,0,0,0,0.0,0.0,0.0
forged__4865,4865,523,0,0,0,0,0.0,0.0,0.0
forged__1419,1419,524,0,0,0,0,0.0,0.0,0.0
forged__41255,41255,589,0,0,0,0,0.0,0.0,0.0
forged__48718,48718,663,0,0,0,0,0.0,0.0,0.0
forged__187,187,691,0,0,0,0,0.0,0.0,0.0
forged__13839,13839,778,0,0,0,0,0.0,0.0,0.0
forged__53675,53675,806,0,0,0,0,0.0,0.0,0.0
forged__36190,36190,907,0,0,0,0,0.0,0.0,0.0
forged__54553,54553,1067,0,0,0,0,0.0,0.0,0.0
forged__37586,37586,1294,0,0,0,0,0.0,0.0,0.0
forged__63046,63046,1321,0,0,0,0,0.0,0.0,0.0
forged__23236,23236,1588,0,0,0,0,0.0,0.0,0.0
forged__55025,55025,2006,0,0,0,0,0.0,0.0,0.0
forged__14930,14930,2262,0,0,0,0,0.0,0.0,0.0
forged__14624,14624,3800,0,0,0,0,0.0,0.0,0.0
forged__59951,59951,6800,0,0,0,0,0.0,0.0,0.0
