mask_file,mask_stem,mask_shape,mask_dtype,mask_min,mask_max,mask_unique_count,mask_unique_preview,nonzero_pixels,total_pixels,mask_area_ratio
24218.npy,24218,"(2, 512, 640)",uint8,0.0,1.0,2,"[0, 1]",6075,655360,0.00926971435546875
24249.npy,24249,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",22396,5760000,0.0038881944444444446
24268.npy,24268,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",671,65536,0.0102386474609375
2430.npy,2430,"(98, 736)",uint8,0.0,1.0,2,"[0, 1]",5226,72128,0.07245452528837622
24300.npy,24300,"(3, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",20326,1085760,0.018720527556734454
24332.npy,24332,"(100, 428)",uint8,0.0,1.0,2,"[0, 1]",6250,42800,0.14602803738317757
24336.npy,24336,"(128, 653)",uint8,0.0,1.0,2,"[0, 1]",17406,83584,0.20824559724349156
24348.npy,24348,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1551,81920,0.01893310546875
24351.npy,24351,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",677,131072,0.00516510009765625
2436.npy,2436,"(512, 776)",uint8,0.0,1.0,2,"[0, 1]",4527,397312,0.011394068137886598
24381.npy,24381,"(2, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",1272,163840,0.007763671875
24386.npy,24386,"(264, 241)",uint8,0.0,1.0,2,"[0, 1]",2113,63624,0.033210738086256755
24402.npy,24402,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",72579,666000,0.10897747747747748
24473.npy,24473,"(513, 512)",uint8,0.0,1.0,2,"[0, 1]",5671,262656,0.021590978313840156
24482.npy,24482,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",64123,666000,0.09628078078078078
2450.npy,2450,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",434981,10077696,0.0431627427538993
24505.npy,24505,"(3, 512, 738)",uint8,0.0,1.0,2,"[0, 1]",665,1133568,0.0005866432362240289
24554.npy,24554,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",641,81920,0.00782470703125
24555.npy,24555,"(512, 565)",uint8,0.0,1.0,2,"[0, 1]",12238,289280,0.04230503318584071
24578.npy,24578,"(665, 332)",uint8,0.0,1.0,2,"[0, 1]",10698,220780,0.048455476039496334
24600.npy,24600,"(100, 808)",uint8,0.0,1.0,2,"[0, 1]",10098,80800,0.12497524752475248
24606.npy,24606,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",2208,262144,0.0084228515625
24615.npy,24615,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",296,81920,0.00361328125
24635.npy,24635,"(268, 297)",uint8,0.0,1.0,2,"[0, 1]",818,79596,0.01027689833659983
24654.npy,24654,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",6198,129600,0.047824074074074074
24676.npy,24676,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",74244,666000,0.11147747747747748
24682.npy,24682,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",15890,3840000,0.004138020833333333
24686.npy,24686,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",503,131072,0.00383758544921875
24696.npy,24696,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",177011,1332000,0.13289114114114114
24736.npy,24736,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",551,65536,0.0084075927734375
24749.npy,24749,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",30187,524288,0.05757713317871094
24755.npy,24755,"(80, 1259)",uint8,0.0,1.0,2,"[0, 1]",13338,100720,0.13242652899126292
2476.npy,2476,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",425,65536,0.0064849853515625
24770.npy,24770,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",97384,666000,0.14622222222222223
24795.npy,24795,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1626,65536,0.024810791015625
24850.npy,24850,"(2, 1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",623956,9820032,0.06353910048358294
24867.npy,24867,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",1716,3840000,0.000446875
24894.npy,24894,"(2, 1256, 1411)",uint8,0.0,1.0,2,"[0, 1]",7043,3544432,0.00198706026804859
24912.npy,24912,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",823889,10077696,0.08175370640273333
24934.npy,24934,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",616,65536,0.0093994140625
24937.npy,24937,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",60511,4910016,0.012323992426908589
24958.npy,24958,"(3, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",48880,3145728,0.015538533528645834
24960.npy,24960,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",87762,1332000,0.06588738738738739
24980.npy,24980,"(2, 289, 535)",uint8,0.0,1.0,2,"[0, 1]",14976,309230,0.04842997121883388
25001.npy,25001,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",599589,10077696,0.059496634945130314
25003.npy,25003,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",300,65536,0.00457763671875
25022.npy,25022,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",628,262144,0.0023956298828125
2506.npy,2506,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",40811,666000,0.06127777777777778
25064.npy,25064,"(143, 938)",uint8,0.0,1.0,2,"[0, 1]",65122,134134,0.48549957505181385
25067.npy,25067,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3839,1920000,0.0019994791666666668
25124.npy,25124,"(141, 340)",uint8,0.0,1.0,2,"[0, 1]",1249,47940,0.02605340008343763
25142.npy,25142,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",623,131072,0.00475311279296875
25245.npy,25245,"(512, 540)",uint8,0.0,1.0,2,"[0, 1]",14240,276480,0.05150462962962963
25285.npy,25285,"(2, 1302, 1730)",uint8,0.0,1.0,2,"[0, 1]",2077,4504920,0.00046105147261216623
25311.npy,25311,"(2, 1028, 1384)",uint8,0.0,1.0,2,"[0, 1]",66408,2845504,0.023337869143743955
2534.npy,2534,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",269,65536,0.0041046142578125
25340.npy,25340,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",3590,361920,0.009919319186560567
25344.npy,25344,"(361, 448)",uint8,0.0,1.0,2,"[0, 1]",23914,161728,0.1478655520379897
25351.npy,25351,"(1921, 482)",uint8,0.0,1.0,2,"[0, 1]",26370,925922,0.028479720754015996
25356.npy,25356,"(512, 686)",uint8,0.0,1.0,2,"[0, 1]",8870,351232,0.025253963192419824
25388.npy,25388,"(514, 512)",uint8,0.0,1.0,2,"[0, 1]",31703,263168,0.12046677407587549
25390.npy,25390,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",81468,666000,0.12232432432432433
25434.npy,25434,"(96, 416)",uint8,0.0,1.0,2,"[0, 1]",7770,39936,0.19456129807692307
25443.npy,25443,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",3982,524288,0.007595062255859375
25450.npy,25450,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",4891,723840,0.006757018125552608
25458.npy,25458,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",348,131072,0.002655029296875
25472.npy,25472,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",690,81920,0.0084228515625
25486.npy,25486,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",90450,666000,0.1358108108108108
25502.npy,25502,"(2, 545, 620)",uint8,0.0,1.0,2,"[0, 1]",3560,675800,0.0052678307191476766
25520.npy,25520,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1930,65536,0.029449462890625
25525.npy,25525,"(2, 440, 570)",uint8,0.0,1.0,2,"[0, 1]",1863,501600,0.003714114832535885
25552.npy,25552,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",431147,10077696,0.04278229865239039
25555.npy,25555,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",393,65536,0.0059967041015625
25570.npy,25570,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",46152,666000,0.06929729729729729
25604.npy,25604,"(512, 526)",uint8,0.0,1.0,2,"[0, 1]",12010,269312,0.04459511644486692
25638.npy,25638,"(2, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",3409,2097152,0.0016255378723144531
25654.npy,25654,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5559,1920000,0.0028953125
25715.npy,25715,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",56746,666000,0.0852042042042042
25749.npy,25749,"(2, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",8745,259200,0.03373842592592593
25764.npy,25764,"(106, 924)",uint8,0.0,1.0,2,"[0, 1]",4242,97944,0.043310463121783875
2577.npy,2577,"(2, 512, 685)",uint8,0.0,1.0,2,"[0, 1]",448,701440,0.0006386861313868613
25861.npy,25861,"(2, 512, 519)",uint8,0.0,1.0,2,"[0, 1]",2813,531456,0.005293006382466281
25907.npy,25907,"(512, 519)",uint8,0.0,1.0,2,"[0, 1]",812,265728,0.0030557562620423893
25908.npy,25908,"(711, 560)",uint8,0.0,1.0,2,"[0, 1]",13330,398160,0.03347900341571228
25957.npy,25957,"(2, 512, 583)",uint8,0.0,1.0,2,"[0, 1]",1176,596992,0.0019698756432247
25981.npy,25981,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3931,1920000,0.0020473958333333334
26015.npy,26015,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",317,65536,0.0048370361328125
26020.npy,26020,"(169, 526)",uint8,0.0,1.0,2,"[0, 1]",6840,88894,0.07694557562940131
26021.npy,26021,"(393, 275)",uint8,0.0,1.0,2,"[0, 1]",9800,108075,0.09067777006708304
26023.npy,26023,"(3, 512, 514)",uint8,0.0,1.0,2,"[0, 1]",6383,789504,0.00808482287613489
26035.npy,26035,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",4728,3840000,0.00123125
26049.npy,26049,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3568,1920000,0.0018583333333333334
26119.npy,26119,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",13621,3840000,0.0035471354166666668
26121.npy,26121,"(64, 1192)",uint8,0.0,1.0,2,"[0, 1]",12818,76288,0.16802118288590603
26140.npy,26140,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",7699,1048576,0.007342338562011719
26148.npy,26148,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",112242,1332000,0.08426576576576576
26200.npy,26200,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",1802,723840,0.002489500442086649
26206.npy,26206,"(85, 549)",uint8,0.0,1.0,2,"[0, 1]",4752,46665,0.10183220829315333
26208.npy,26208,"(149, 288)",uint8,0.0,1.0,2,"[0, 1]",2910,42912,0.06781319910514541
26211.npy,26211,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",8552,3840000,0.0022270833333333335
2622.npy,2622,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",2798,1048576,0.0026683807373046875
26252.npy,26252,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",73407,666000,0.11022072072072073
26286.npy,26286,"(3, 512, 768)",uint8,0.0,1.0,2,"[0, 1]",10286,1179648,0.008719550238715278
26292.npy,26292,"(110, 602)",uint8,0.0,1.0,2,"[0, 1]",9738,66220,0.14705527031108426
26313.npy,26313,"(75, 1067)",uint8,0.0,1.0,2,"[0, 1]",4422,80025,0.055257731958762886
26329.npy,26329,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",551,131072,0.00420379638671875
26335.npy,26335,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",523301,10077696,0.051926650694761975
26370.npy,26370,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4013,129600,0.030964506172839506
26402.npy,26402,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",25082,5760000,0.004354513888888889
26430.npy,26430,"(2592, 3888)",uint8,0.0,1.0,2,"[0, 1]",624296,10077696,0.061948286592490985
26435.npy,26435,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",48215,666000,0.0723948948948949
26436.npy,26436,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",2198,1920000,0.0011447916666666666
26442.npy,26442,"(512, 515)",uint8,0.0,1.0,2,"[0, 1]",8424,263680,0.03194781553398058
26461.npy,26461,"(3, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",5263,786432,0.006692250569661458
26477.npy,26477,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",58671,666000,0.0880945945945946
26492.npy,26492,"(512, 567)",uint8,0.0,1.0,2,"[0, 1]",18919,290304,0.06516961529982364
26499.npy,26499,"(164, 1015)",uint8,0.0,1.0,2,"[0, 1]",26379,166460,0.15847050342424607
26523.npy,26523,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",286,65536,0.004364013671875
26560.npy,26560,"(515, 512)",uint8,0.0,1.0,2,"[0, 1]",15251,263680,0.057839047330097086
2657.npy,2657,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",6903,361920,0.019073275862068965
26580.npy,26580,"(1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",8508,1310720,0.0064910888671875
26581.npy,26581,"(205, 1376)",uint8,0.0,1.0,2,"[0, 1]",48600,282080,0.17229154849688033
26583.npy,26583,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",311,65536,0.0047454833984375
26606.npy,26606,"(3, 256, 320)",uint8,0.0,1.0,2,"[0, 1]",1445,245760,0.005879720052083333
26644.npy,26644,"(200, 604)",uint8,0.0,1.0,2,"[0, 1]",39252,120800,0.3249337748344371
26730.npy,26730,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",460,65536,0.00701904296875
26766.npy,26766,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",101023,666000,0.15168618618618618
26868.npy,26868,"(3, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",296,196608,0.0015055338541666667
26894.npy,26894,"(117, 565)",uint8,0.0,1.0,2,"[0, 1]",20978,66105,0.31734361999848726
26929.npy,26929,"(273, 232)",uint8,0.0,1.0,2,"[0, 1]",6444,63336,0.10174308450170519
26933.npy,26933,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",25446,5760000,0.004417708333333333
26968.npy,26968,"(512, 574)",uint8,0.0,1.0,2,"[0, 1]",5612,293888,0.01909570993031359
26977.npy,26977,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",127136,1332000,0.09544744744744744
27023.npy,27023,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",115305,1332000,0.08656531531531532
27034.npy,27034,"(512, 759)",uint8,0.0,1.0,2,"[0, 1]",90528,388608,0.23295454545454544
27061.npy,27061,"(355, 1159)",uint8,0.0,1.0,2,"[0, 1]",28138,411445,0.06838824144174799
27091.npy,27091,"(393, 176)",uint8,0.0,1.0,2,"[0, 1]",4917,69168,0.07108778625954199
27148.npy,27148,"(2, 177, 1295)",uint8,0.0,1.0,2,"[0, 1]",56104,458430,0.12238291560325458
27152.npy,27152,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",4658,81920,0.0568603515625
27168.npy,27168,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10718,3840000,0.0027911458333333334
27195.npy,27195,"(187, 991)",uint8,0.0,1.0,2,"[0, 1]",46598,185317,0.2514502177350162
27284.npy,27284,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",398,65536,0.006072998046875
27300.npy,27300,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",9991,81920,0.12196044921875
27312.npy,27312,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",1532,524288,0.00292205810546875
27376.npy,27376,"(184, 1264)",uint8,0.0,1.0,2,"[0, 1]",17670,232576,0.07597516510731976
27409.npy,27409,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",584,262144,0.002227783203125
27419.npy,27419,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1031,131072,0.00786590576171875
27454.npy,27454,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",102057,4910016,0.020785471982168693
27462.npy,27462,"(3, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",87203,1998000,0.04364514514514514
27490.npy,27490,"(264, 1267)",uint8,0.0,1.0,2,"[0, 1]",67488,334488,0.2017650857429863
27586.npy,27586,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",3292,129600,0.025401234567901235
27606.npy,27606,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",447,131072,0.00341033935546875
27620.npy,27620,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5076,3840000,0.001321875
27639.npy,27639,"(621, 512)",uint8,0.0,1.0,2,"[0, 1]",9429,317952,0.02965541968599034
27666.npy,27666,"(571, 390)",uint8,0.0,1.0,2,"[0, 1]",8904,222690,0.03998383402936818
27694.npy,27694,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",2564,361920,0.007084438549955791
27705.npy,27705,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",539,65536,0.0082244873046875
27722.npy,27722,"(223, 513)",uint8,0.0,1.0,2,"[0, 1]",31312,114399,0.2737086862647401
27807.npy,27807,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",5391,1920000,0.0028078125
27822.npy,27822,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",3512,361920,0.009703801945181256
27829.npy,27829,"(112, 401)",uint8,0.0,1.0,2,"[0, 1]",2640,44912,0.058781617385108655
27849.npy,27849,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1637,81920,0.01998291015625
27856.npy,27856,"(3, 360, 360)",uint8,0.0,1.0,2,"[0, 1]",11624,388800,0.029897119341563787
27862.npy,27862,"(179, 2415)",uint8,0.0,1.0,2,"[0, 1]",36418,432285,0.08424534739812856
27889.npy,27889,"(2, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5248,2097152,0.00250244140625
27896.npy,27896,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",3804,1920000,0.00198125
27929.npy,27929,"(118, 431)",uint8,0.0,1.0,2,"[0, 1]",2450,50858,0.04817334539305517
27957.npy,27957,"(2, 633, 854)",uint8,0.0,1.0,2,"[0, 1]",7060,1081164,0.006529999149065267
28002.npy,28002,"(85, 483)",uint8,0.0,1.0,2,"[0, 1]",3570,41055,0.08695652173913043
28011.npy,28011,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",5070,1048576,0.0048351287841796875
28014.npy,28014,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",45290,666000,0.068003003003003
28059.npy,28059,"(2, 446, 627)",uint8,0.0,1.0,2,"[0, 1]",2169,559284,0.0038781728066599437
28061.npy,28061,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",83150,1332000,0.06242492492492493
28081.npy,28081,"(3, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",1892,786432,0.0024058024088541665
28179.npy,28179,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1968,81920,0.0240234375
28195.npy,28195,"(2, 514, 512)",uint8,0.0,1.0,2,"[0, 1]",535,526336,0.0010164609678988328
28207.npy,28207,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",8844,5760000,0.0015354166666666667
28209.npy,28209,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",782,262144,0.00298309326171875
28213.npy,28213,"(256, 320)",uint8,0.0,1.0,2,"[0, 1]",1774,81920,0.0216552734375
28226.npy,28226,"(3888, 2592)",uint8,0.0,1.0,2,"[0, 1]",288056,10077696,0.02858351750241325
28245.npy,28245,"(86, 1123)",uint8,0.0,1.0,2,"[0, 1]",16138,96578,0.16709809687506472
28248.npy,28248,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",279,65536,0.0042572021484375
28251.npy,28251,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",91657,666000,0.13762312312312314
28264.npy,28264,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",103301,1332000,0.0775533033033033
28279.npy,28279,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",745,131072,0.00568389892578125
28283.npy,28283,"(138, 1641)",uint8,0.0,1.0,2,"[0, 1]",20019,226458,0.08840049810560899
28307.npy,28307,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",853,131072,0.00650787353515625
28310.npy,28310,"(104, 441)",uint8,0.0,1.0,2,"[0, 1]",5946,45864,0.12964416535845108
28355.npy,28355,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",865,65536,0.0131988525390625
28390.npy,28390,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1022,131072,0.0077972412109375
28412.npy,28412,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",84689,666000,0.12716066066066067
28438.npy,28438,"(94, 518)",uint8,0.0,1.0,2,"[0, 1]",18094,48692,0.3716010843670418
28449.npy,28449,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1264,131072,0.0096435546875
28465.npy,28465,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",731,131072,0.00557708740234375
28469.npy,28469,"(2, 512, 520)",uint8,0.0,1.0,2,"[0, 1]",871,532480,0.0016357421875
28496.npy,28496,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",158,65536,0.002410888671875
28548.npy,28548,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",8015,361920,0.02214577807250221
2855.npy,2855,"(115, 662)",uint8,0.0,1.0,2,"[0, 1]",7210,76130,0.0947064232234336
28559.npy,28559,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",14816,3840000,0.0038583333333333334
28571.npy,28571,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",826,65536,0.012603759765625
28578.npy,28578,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",1645,1048576,0.0015687942504882812
286.npy,286,"(3, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",20022,5760000,0.0034760416666666668
28602.npy,28602,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",78436,4910016,0.01597469336148803
28614.npy,28614,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",48112,666000,0.07224024024024024
28617.npy,28617,"(624, 170)",uint8,0.0,1.0,2,"[0, 1]",17438,106080,0.16438536953242835
28645.npy,28645,"(68, 697)",uint8,0.0,1.0,2,"[0, 1]",4480,47396,0.09452274453540384
287.npy,287,"(343, 1021)",uint8,0.0,1.0,2,"[0, 1]",32178,350203,0.09188385022401294
28714.npy,28714,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",92919,4910016,0.018924378250498572
28800.npy,28800,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",1157,65536,0.0176544189453125
28818.npy,28818,"(311, 286)",uint8,0.0,1.0,2,"[0, 1]",3274,88946,0.036808850313673466
28878.npy,28878,"(1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",28307,1048576,0.02699565887451172
28879.npy,28879,"(2, 666, 1000)",uint8,0.0,1.0,2,"[0, 1]",129588,1332000,0.09728828828828828
28904.npy,28904,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",55720,666000,0.08366366366366366
28921.npy,28921,"(3, 1225, 1489)",uint8,0.0,1.0,2,"[0, 1]",8137,5472075,0.0014870044727091642
28922.npy,28922,"(2, 520, 696)",uint8,0.0,1.0,2,"[0, 1]",2689,723840,0.0037149093722369585
28928.npy,28928,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10823,3840000,0.0028184895833333334
28949.npy,28949,"(113, 698)",uint8,0.0,1.0,2,"[0, 1]",3826,78874,0.04850774653244415
28953.npy,28953,"(1024, 1280)",uint8,0.0,1.0,2,"[0, 1]",4532,1310720,0.0034576416015625
2896.npy,2896,"(512, 512)",uint8,0.0,1.0,2,"[0, 1]",1042,262144,0.00397491455078125
28962.npy,28962,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",79360,666000,0.11915915915915916
28965.npy,28965,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",4618,129600,0.035632716049382715
28971.npy,28971,"(512, 750)",uint8,0.0,1.0,2,"[0, 1]",16737,384000,0.0435859375
28972.npy,28972,"(3, 1232, 925)",uint8,0.0,1.0,2,"[0, 1]",11753,3418800,0.003437755937755938
29010.npy,29010,"(2, 590, 741)",uint8,0.0,1.0,2,"[0, 1]",12753,874380,0.014585191793041926
29025.npy,29025,"(270, 1668)",uint8,0.0,1.0,2,"[0, 1]",110648,450360,0.24568789412914113
29058.npy,29058,"(2, 591, 778)",uint8,0.0,1.0,2,"[0, 1]",3852,919596,0.004188795949525662
29076.npy,29076,"(436, 638)",uint8,0.0,1.0,2,"[0, 1]",42722,278168,0.15358344597509418
29083.npy,29083,"(528, 512)",uint8,0.0,1.0,2,"[0, 1]",16309,270336,0.06032862807765151
29087.npy,29087,"(2, 512, 640)",uint8,0.0,1.0,2,"[0, 1]",8506,655360,0.0129791259765625
2910.npy,2910,"(311, 944)",uint8,0.0,1.0,2,"[0, 1]",20853,293584,0.07102907515395934
29129.npy,29129,"(360, 360)",uint8,0.0,1.0,2,"[0, 1]",5287,129600,0.040794753086419756
29146.npy,29146,"(512, 517)",uint8,0.0,1.0,2,"[0, 1]",535,264704,0.0020211254835589944
29171.npy,29171,"(520, 696)",uint8,0.0,1.0,2,"[0, 1]",6762,361920,0.01868368700265252
29189.npy,29189,"(1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",7458,1920000,0.003884375
29220.npy,29220,"(2, 256, 256)",uint8,0.0,1.0,2,"[0, 1]",1223,131072,0.00933074951171875
29229.npy,29229,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",131104,666000,0.19685285285285287
29234.npy,29234,"(666, 1000)",uint8,0.0,1.0,2,"[0, 1]",61744,666000,0.0927087087087087
29277.npy,29277,"(2, 1024, 1024)",uint8,0.0,1.0,2,"[0, 1]",9146,2097152,0.004361152648925781
29281.npy,29281,"(611, 521)",uint8,0.0,1.0,2,"[0, 1]",14220,318331,0.044670484495697875
29380.npy,29380,"(2, 512, 512)",uint8,0.0,1.0,2,"[0, 1]",974,524288,0.001857757568359375
29464.npy,29464,"(256, 256)",uint8,0.0,1.0,2,"[0, 1]",296,65536,0.0045166015625
29465.npy,29465,"(132, 1006)",uint8,0.0,1.0,2,"[0, 1]",11520,132792,0.0867522139887945
29466.npy,29466,"(135, 475)",uint8,0.0,1.0,2,"[0, 1]",3698,64125,0.05766861598440546
29472.npy,29472,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",11161,3840000,0.0029065104166666666
29475.npy,29475,"(512, 768)",uint8,0.0,1.0,2,"[0, 1]",3583,393216,0.009112040201822916
29482.npy,29482,"(1912, 2568)",uint8,0.0,1.0,2,"[0, 1]",127972,4910016,0.026063458856345884
29503.npy,29503,"(94, 405)",uint8,0.0,1.0,2,"[0, 1]",8796,38070,0.2310480693459417
29508.npy,29508,"(2, 512, 688)",uint8,0.0,1.0,2,"[0, 1]",33242,704512,0.047184434047965115
29524.npy,29524,"(2, 1200, 1600)",uint8,0.0,1.0,2,"[0, 1]",10279,3840000,0.0026768229166666668
29535.npy,29535,"(157, 787)",uint8,0.0,1.0,2,"[0, 1]",9678,123559,0.07832695311551567
