image_id,n_samples,n_classes,classes
31188,2,2,"authentic,forged"
31218,2,2,"authentic,forged"
31222,2,2,"authentic,forged"
31232,2,2,"authentic,forged"
31245,2,2,"authentic,forged"
3125,2,2,"authentic,forged"
31262,2,2,"authentic,forged"
31301,2,2,"authentic,forged"
31313,2,2,"authentic,forged"
31329,2,2,"authentic,forged"
31336,2,2,"authentic,forged"
31354,2,2,"authentic,forged"
31405,2,2,"authentic,forged"
31425,2,2,"authentic,forged"
31468,2,2,"authentic,forged"
31476,2,2,"authentic,forged"
31540,2,2,"authentic,forged"
3159,2,2,"authentic,forged"
3167,2,2,"authentic,forged"
31725,2,2,"authentic,forged"
31783,2,2,"authentic,forged"
31803,2,2,"authentic,forged"
31812,2,2,"authentic,forged"
31826,2,2,"authentic,forged"
31834,2,2,"authentic,forged"
31864,2,2,"authentic,forged"
31891,2,2,"authentic,forged"
31893,2,2,"authentic,forged"
31907,2,2,"authentic,forged"
31942,2,2,"authentic,forged"
3197,2,2,"authentic,forged"
31979,2,2,"authentic,forged"
32011,2,2,"authentic,forged"
32013,2,2,"authentic,forged"
32018,2,2,"authentic,forged"
32023,2,2,"authentic,forged"
32053,2,2,"authentic,forged"
32139,2,2,"authentic,forged"
32146,2,2,"authentic,forged"
32154,2,2,"authentic,forged"
32162,2,2,"authentic,forged"
32170,2,2,"authentic,forged"
32220,2,2,"authentic,forged"
32222,2,2,"authentic,forged"
32259,2,2,"authentic,forged"
3228,2,2,"authentic,forged"
32293,2,2,"authentic,forged"
32383,2,2,"authentic,forged"
32393,2,2,"authentic,forged"
32398,2,2,"authentic,forged"
32470,2,2,"authentic,forged"
32486,2,2,"authentic,forged"
32493,2,2,"authentic,forged"
32535,2,2,"authentic,forged"
32575,2,2,"authentic,forged"
32662,2,2,"authentic,forged"
32714,2,2,"authentic,forged"
32722,2,2,"authentic,forged"
32818,2,2,"authentic,forged"
32845,2,2,"authentic,forged"
32880,2,2,"authentic,forged"
32883,2,2,"authentic,forged"
32884,2,2,"authentic,forged"
32920,2,2,"authentic,forged"
32931,2,2,"authentic,forged"
32945,2,2,"authentic,forged"
32973,2,2,"authentic,forged"
32979,2,2,"authentic,forged"
330,2,2,"authentic,forged"
33041,2,2,"authentic,forged"
33053,2,2,"authentic,forged"
33057,2,2,"authentic,forged"
33064,2,2,"authentic,forged"
33119,2,2,"authentic,forged"
33160,2,2,"authentic,forged"
3318,2,2,"authentic,forged"
33199,2,2,"authentic,forged"
33205,2,2,"authentic,forged"
33256,2,2,"authentic,forged"
33273,2,2,"authentic,forged"
33287,2,2,"authentic,forged"
33296,2,2,"authentic,forged"
33304,2,2,"authentic,forged"
33319,2,2,"authentic,forged"
33340,2,2,"authentic,forged"
33343,2,2,"authentic,forged"
33392,2,2,"authentic,forged"
33397,2,2,"authentic,forged"
33474,2,2,"authentic,forged"
33580,2,2,"authentic,forged"
33588,2,2,"authentic,forged"
3367,2,2,"authentic,forged"
33686,2,2,"authentic,forged"
33689,2,2,"authentic,forged"
3371,2,2,"authentic,forged"
33735,2,2,"authentic,forged"
33772,2,2,"authentic,forged"
33791,2,2,"authentic,forged"
33877,2,2,"authentic,forged"
33878,2,2,"authentic,forged"
339,2,2,"authentic,forged"
33928,2,2,"authentic,forged"
3394,2,2,"authentic,forged"
33949,2,2,"authentic,forged"
33985,2,2,"authentic,forged"
34005,2,2,"authentic,forged"
3402,2,2,"authentic,forged"
34027,2,2,"authentic,forged"
34035,2,2,"authentic,forged"
34036,2,2,"authentic,forged"
34103,2,2,"authentic,forged"
34132,2,2,"authentic,forged"
34171,2,2,"authentic,forged"
34174,2,2,"authentic,forged"
34211,2,2,"authentic,forged"
34255,2,2,"authentic,forged"
34265,2,2,"authentic,forged"
34306,2,2,"authentic,forged"
34317,2,2,"authentic,forged"
34319,2,2,"authentic,forged"
34367,2,2,"authentic,forged"
34383,2,2,"authentic,forged"
34415,2,2,"authentic,forged"
34526,2,2,"authentic,forged"
34527,2,2,"authentic,forged"
34528,2,2,"authentic,forged"
34572,2,2,"authentic,forged"
34597,2,2,"authentic,forged"
346,2,2,"authentic,forged"
34672,2,2,"authentic,forged"
34744,2,2,"authentic,forged"
34824,2,2,"authentic,forged"
3483,2,2,"authentic,forged"
34842,2,2,"authentic,forged"
34845,2,2,"authentic,forged"
34869,2,2,"authentic,forged"
34873,2,2,"authentic,forged"
34883,2,2,"authentic,forged"
34908,2,2,"authentic,forged"
34914,2,2,"authentic,forged"
34992,2,2,"authentic,forged"
350,2,2,"authentic,forged"
35018,2,2,"authentic,forged"
35035,2,2,"authentic,forged"
35038,2,2,"authentic,forged"
35094,2,2,"authentic,forged"
35107,2,2,"authentic,forged"
35112,2,2,"authentic,forged"
35117,2,2,"authentic,forged"
35127,2,2,"authentic,forged"
35176,2,2,"authentic,forged"
35208,2,2,"authentic,forged"
35216,2,2,"authentic,forged"
35222,2,2,"authentic,forged"
35234,2,2,"authentic,forged"
35322,2,2,"authentic,forged"
35347,2,2,"authentic,forged"
35374,2,2,"authentic,forged"
35378,2,2,"authentic,forged"
35385,2,2,"authentic,forged"
35390,2,2,"authentic,forged"
35412,2,2,"authentic,forged"
35467,2,2,"authentic,forged"
35471,2,2,"authentic,forged"
35522,2,2,"authentic,forged"
35570,2,2,"authentic,forged"
35578,2,2,"authentic,forged"
35586,2,2,"authentic,forged"
35610,2,2,"authentic,forged"
35628,2,2,"authentic,forged"
35670,2,2,"authentic,forged"
35715,2,2,"authentic,forged"
35717,2,2,"authentic,forged"
35719,2,2,"authentic,forged"
35723,2,2,"authentic,forged"
3574,2,2,"authentic,forged"
35744,2,2,"authentic,forged"
35763,2,2,"authentic,forged"
35781,2,2,"authentic,forged"
35814,2,2,"authentic,forged"
35850,2,2,"authentic,forged"
35861,2,2,"authentic,forged"
35871,2,2,"authentic,forged"
35885,2,2,"authentic,forged"
35933,2,2,"authentic,forged"
35950,2,2,"authentic,forged"
3598,2,2,"authentic,forged"
360,2,2,"authentic,forged"
36010,2,2,"authentic,forged"
36035,2,2,"authentic,forged"
3606,2,2,"authentic,forged"
36106,2,2,"authentic,forged"
36175,2,2,"authentic,forged"
36181,2,2,"authentic,forged"
36190,2,2,"authentic,forged"
36245,2,2,"authentic,forged"
36292,2,2,"authentic,forged"
36295,2,2,"authentic,forged"
3632,2,2,"authentic,forged"
36323,2,2,"authentic,forged"
36343,2,2,"authentic,forged"
36371,2,2,"authentic,forged"
36390,2,2,"authentic,forged"
36412,2,2,"authentic,forged"
36423,2,2,"authentic,forged"
36453,2,2,"authentic,forged"
36460,2,2,"authentic,forged"
36511,2,2,"authentic,forged"
36553,2,2,"authentic,forged"
36580,2,2,"authentic,forged"
36597,2,2,"authentic,forged"
3662,2,2,"authentic,forged"
36648,2,2,"authentic,forged"
36705,2,2,"authentic,forged"
36707,2,2,"authentic,forged"
3671,2,2,"authentic,forged"
36715,2,2,"authentic,forged"
36724,2,2,"authentic,forged"
36746,2,2,"authentic,forged"
3678,2,2,"authentic,forged"
36794,2,2,"authentic,forged"
36840,2,2,"authentic,forged"
36945,2,2,"authentic,forged"
36949,2,2,"authentic,forged"
36968,2,2,"authentic,forged"
36986,2,2,"authentic,forged"
3704,2,2,"authentic,forged"
37076,2,2,"authentic,forged"
37084,2,2,"authentic,forged"
37135,2,2,"authentic,forged"
3714,2,2,"authentic,forged"
37143,2,2,"authentic,forged"
37149,2,2,"authentic,forged"
37164,2,2,"authentic,forged"
3719,2,2,"authentic,forged"
37195,2,2,"authentic,forged"
37253,2,2,"authentic,forged"
37280,2,2,"authentic,forged"
37348,2,2,"authentic,forged"
37361,2,2,"authentic,forged"
37364,2,2,"authentic,forged"
37400,2,2,"authentic,forged"
37401,2,2,"authentic,forged"
37421,2,2,"authentic,forged"
37423,2,2,"authentic,forged"
37424,2,2,"authentic,forged"
37448,2,2,"authentic,forged"
37476,2,2,"authentic,forged"
37495,2,2,"authentic,forged"
37504,2,2,"authentic,forged"
3751,2,2,"authentic,forged"
37528,2,2,"authentic,forged"
37553,2,2,"authentic,forged"
37556,2,2,"authentic,forged"
37583,2,2,"authentic,forged"
37586,2,2,"authentic,forged"
37605,2,2,"authentic,forged"
37639,2,2,"authentic,forged"
377,2,2,"authentic,forged"
37708,2,2,"authentic,forged"
37735,2,2,"authentic,forged"
37768,2,2,"authentic,forged"
37783,2,2,"authentic,forged"
37816,2,2,"authentic,forged"
37817,2,2,"authentic,forged"
37827,2,2,"authentic,forged"
37830,2,2,"authentic,forged"
3785,2,2,"authentic,forged"
37855,2,2,"authentic,forged"
37857,2,2,"authentic,forged"
37880,2,2,"authentic,forged"
37902,2,2,"authentic,forged"
37903,2,2,"authentic,forged"
37909,2,2,"authentic,forged"
37912,2,2,"authentic,forged"
37921,2,2,"authentic,forged"
37934,2,2,"authentic,forged"
37942,2,2,"authentic,forged"
3795,2,2,"authentic,forged"
37966,2,2,"authentic,forged"
37975,2,2,"authentic,forged"
37980,2,2,"authentic,forged"
38034,2,2,"authentic,forged"
38038,2,2,"authentic,forged"
38055,2,2,"authentic,forged"
3811,2,2,"authentic,forged"
38129,2,2,"authentic,forged"
38136,2,2,"authentic,forged"
38160,2,2,"authentic,forged"
38205,2,2,"authentic,forged"
38228,2,2,"authentic,forged"
38256,2,2,"authentic,forged"
3826,2,2,"authentic,forged"
38283,2,2,"authentic,forged"
38285,2,2,"authentic,forged"
38292,2,2,"authentic,forged"
38294,2,2,"authentic,forged"
38339,2,2,"authentic,forged"
38396,2,2,"authentic,forged"
384,2,2,"authentic,forged"
38409,2,2,"authentic,forged"
38440,2,2,"authentic,forged"
38456,2,2,"authentic,forged"
38471,2,2,"authentic,forged"
38481,2,2,"authentic,forged"
38484,2,2,"authentic,forged"
38486,2,2,"authentic,forged"
38495,2,2,"authentic,forged"
38500,2,2,"authentic,forged"
38521,2,2,"authentic,forged"
38534,2,2,"authentic,forged"
38548,2,2,"authentic,forged"
38567,2,2,"authentic,forged"
38582,2,2,"authentic,forged"
38613,2,2,"authentic,forged"
38625,2,2,"authentic,forged"
38633,2,2,"authentic,forged"
38660,2,2,"authentic,forged"
38667,2,2,"authentic,forged"
38679,2,2,"authentic,forged"
38698,2,2,"authentic,forged"
38699,2,2,"authentic,forged"
38780,2,2,"authentic,forged"
3880,2,2,"authentic,forged"
38800,2,2,"authentic,forged"
38913,2,2,"authentic,forged"
38945,2,2,"authentic,forged"
3895,2,2,"authentic,forged"
38953,2,2,"authentic,forged"
38979,2,2,"authentic,forged"
39007,2,2,"authentic,forged"
39015,2,2,"authentic,forged"
39078,2,2,"authentic,forged"
39097,2,2,"authentic,forged"
39099,2,2,"authentic,forged"
39113,2,2,"authentic,forged"
39156,2,2,"authentic,forged"
39162,2,2,"authentic,forged"
39245,2,2,"authentic,forged"
39299,2,2,"authentic,forged"
3933,2,2,"authentic,forged"
39338,2,2,"authentic,forged"
3934,2,2,"authentic,forged"
39341,2,2,"authentic,forged"
39366,2,2,"authentic,forged"
39385,2,2,"authentic,forged"
39397,2,2,"authentic,forged"
39486,2,2,"authentic,forged"
39573,2,2,"authentic,forged"
39579,2,2,"authentic,forged"
3958,2,2,"authentic,forged"
39620,2,2,"authentic,forged"
39625,2,2,"authentic,forged"
39637,2,2,"authentic,forged"
39638,2,2,"authentic,forged"
39702,2,2,"authentic,forged"
39728,2,2,"authentic,forged"
39737,2,2,"authentic,forged"
39740,2,2,"authentic,forged"
39795,2,2,"authentic,forged"
39831,2,2,"authentic,forged"
39875,2,2,"authentic,forged"
39903,2,2,"authentic,forged"
3991,2,2,"authentic,forged"
39917,2,2,"authentic,forged"
39944,2,2,"authentic,forged"
40000,2,2,"authentic,forged"
40017,2,2,"authentic,forged"
40022,2,2,"authentic,forged"
40033,2,2,"authentic,forged"
40072,2,2,"authentic,forged"
4011,2,2,"authentic,forged"
40191,2,2,"authentic,forged"
40215,2,2,"authentic,forged"
4022,2,2,"authentic,forged"
40250,2,2,"authentic,forged"
40279,2,2,"authentic,forged"
4028,2,2,"authentic,forged"
40298,2,2,"authentic,forged"
403,2,2,"authentic,forged"
40303,2,2,"authentic,forged"
40315,2,2,"authentic,forged"
40349,2,2,"authentic,forged"
40354,2,2,"authentic,forged"
40364,2,2,"authentic,forged"
40372,2,2,"authentic,forged"
40373,2,2,"authentic,forged"
40398,2,2,"authentic,forged"
40442,2,2,"authentic,forged"
4045,2,2,"authentic,forged"
40450,2,2,"authentic,forged"
40478,2,2,"authentic,forged"
40494,2,2,"authentic,forged"
40519,2,2,"authentic,forged"
40532,2,2,"authentic,forged"
40559,2,2,"authentic,forged"
4057,2,2,"authentic,forged"
40656,2,2,"authentic,forged"
40678,2,2,"authentic,forged"
40684,2,2,"authentic,forged"
40718,2,2,"authentic,forged"
40728,2,2,"authentic,forged"
40732,2,2,"authentic,forged"
40782,2,2,"authentic,forged"
40803,2,2,"authentic,forged"
40823,2,2,"authentic,forged"
40828,2,2,"authentic,forged"
40835,2,2,"authentic,forged"
40859,2,2,"authentic,forged"
4087,2,2,"authentic,forged"
40919,2,2,"authentic,forged"
40934,2,2,"authentic,forged"
40938,2,2,"authentic,forged"
40949,2,2,"authentic,forged"
40960,2,2,"authentic,forged"
40974,2,2,"authentic,forged"
40994,2,2,"authentic,forged"
41001,2,2,"authentic,forged"
41011,2,2,"authentic,forged"
41024,2,2,"authentic,forged"
41037,2,2,"authentic,forged"
41043,2,2,"authentic,forged"
41073,2,2,"authentic,forged"
41079,2,2,"authentic,forged"
41080,2,2,"authentic,forged"
41090,2,2,"authentic,forged"
41125,2,2,"authentic,forged"
41142,2,2,"authentic,forged"
41171,2,2,"authentic,forged"
41201,2,2,"authentic,forged"
41227,2,2,"authentic,forged"
41255,2,2,"authentic,forged"
41284,2,2,"authentic,forged"
4129,2,2,"authentic,forged"
41295,2,2,"authentic,forged"
41322,2,2,"authentic,forged"
414,2,2,"authentic,forged"
41406,2,2,"authentic,forged"
41462,2,2,"authentic,forged"
41484,2,2,"authentic,forged"
41499,2,2,"authentic,forged"
41517,2,2,"authentic,forged"
41553,2,2,"authentic,forged"
41565,2,2,"authentic,forged"
41583,2,2,"authentic,forged"
41585,2,2,"authentic,forged"
41600,2,2,"authentic,forged"
41618,2,2,"authentic,forged"
41625,2,2,"authentic,forged"
41629,2,2,"authentic,forged"
41696,2,2,"authentic,forged"
41697,2,2,"authentic,forged"
41702,2,2,"authentic,forged"
41719,2,2,"authentic,forged"
41726,2,2,"authentic,forged"
41816,2,2,"authentic,forged"
41822,2,2,"authentic,forged"
41830,2,2,"authentic,forged"
41852,2,2,"authentic,forged"
41879,2,2,"authentic,forged"
41886,2,2,"authentic,forged"
41895,2,2,"authentic,forged"
41926,2,2,"authentic,forged"
41930,2,2,"authentic,forged"
420,2,2,"authentic,forged"
42034,2,2,"authentic,forged"
42035,2,2,"authentic,forged"
42039,2,2,"authentic,forged"
42083,2,2,"authentic,forged"
42097,2,2,"authentic,forged"
42118,2,2,"authentic,forged"
42187,2,2,"authentic,forged"
422,2,2,"authentic,forged"
4221,2,2,"authentic,forged"
4222,2,2,"authentic,forged"
42246,2,2,"authentic,forged"
42266,2,2,"authentic,forged"
42268,2,2,"authentic,forged"
42287,2,2,"authentic,forged"
42289,2,2,"authentic,forged"
42305,2,2,"authentic,forged"
42308,2,2,"authentic,forged"
42333,2,2,"authentic,forged"
42385,2,2,"authentic,forged"
42419,2,2,"authentic,forged"
42427,2,2,"authentic,forged"
42443,2,2,"authentic,forged"
42461,2,2,"authentic,forged"
42498,2,2,"authentic,forged"
42512,2,2,"authentic,forged"
42528,2,2,"authentic,forged"
42630,2,2,"authentic,forged"
42632,2,2,"authentic,forged"
42641,2,2,"authentic,forged"
42698,2,2,"authentic,forged"
42735,2,2,"authentic,forged"
42742,2,2,"authentic,forged"
42757,2,2,"authentic,forged"
42776,2,2,"authentic,forged"
42801,2,2,"authentic,forged"
42827,2,2,"authentic,forged"
42832,2,2,"authentic,forged"
42834,2,2,"authentic,forged"
42886,2,2,"authentic,forged"
42916,2,2,"authentic,forged"
42983,2,2,"authentic,forged"
43085,2,2,"authentic,forged"
43093,2,2,"authentic,forged"
43120,2,2,"authentic,forged"
43128,2,2,"authentic,forged"
43142,2,2,"authentic,forged"
43161,2,2,"authentic,forged"
4318,2,2,"authentic,forged"
4321,2,2,"authentic,forged"
43222,2,2,"authentic,forged"
4326,2,2,"authentic,forged"
43269,2,2,"authentic,forged"
43270,2,2,"authentic,forged"
43285,2,2,"authentic,forged"
43300,2,2,"authentic,forged"
43324,2,2,"authentic,forged"
43340,2,2,"authentic,forged"
43368,2,2,"authentic,forged"
43391,2,2,"authentic,forged"
43459,2,2,"authentic,forged"
43582,2,2,"authentic,forged"
43589,2,2,"authentic,forged"
43610,2,2,"authentic,forged"
43623,2,2,"authentic,forged"
43659,2,2,"authentic,forged"
43660,2,2,"authentic,forged"
4371,2,2,"authentic,forged"
43712,2,2,"authentic,forged"
43760,2,2,"authentic,forged"
43787,2,2,"authentic,forged"
43810,2,2,"authentic,forged"
43831,2,2,"authentic,forged"
43839,2,2,"authentic,forged"
43850,2,2,"authentic,forged"
43877,2,2,"authentic,forged"
43915,2,2,"authentic,forged"
43955,2,2,"authentic,forged"
43986,2,2,"authentic,forged"
43994,2,2,"authentic,forged"
44000,2,2,"authentic,forged"
44040,2,2,"authentic,forged"
44074,2,2,"authentic,forged"
44122,2,2,"authentic,forged"
44157,2,2,"authentic,forged"
44187,2,2,"authentic,forged"
44208,2,2,"authentic,forged"
44212,2,2,"authentic,forged"
44231,2,2,"authentic,forged"
44267,2,2,"authentic,forged"
44291,2,2,"authentic,forged"
44298,2,2,"authentic,forged"
44311,2,2,"authentic,forged"
44347,2,2,"authentic,forged"
44408,2,2,"authentic,forged"
44420,2,2,"authentic,forged"
44426,2,2,"authentic,forged"
44475,2,2,"authentic,forged"
44554,2,2,"authentic,forged"
44575,2,2,"authentic,forged"
4460,2,2,"authentic,forged"
44600,2,2,"authentic,forged"
44622,2,2,"authentic,forged"
44640,2,2,"authentic,forged"
44652,2,2,"authentic,forged"
44656,2,2,"authentic,forged"
44666,2,2,"authentic,forged"
44701,2,2,"authentic,forged"
44749,2,2,"authentic,forged"
44750,2,2,"authentic,forged"
44751,2,2,"authentic,forged"
4481,2,2,"authentic,forged"
44825,2,2,"authentic,forged"
44838,2,2,"authentic,forged"
4490,2,2,"authentic,forged"
44928,2,2,"authentic,forged"
44940,2,2,"authentic,forged"
45004,2,2,"authentic,forged"
45030,2,2,"authentic,forged"
4508,2,2,"authentic,forged"
45133,2,2,"authentic,forged"
45139,2,2,"authentic,forged"
45152,2,2,"authentic,forged"
45180,2,2,"authentic,forged"
45182,2,2,"authentic,forged"
45202,2,2,"authentic,forged"
45269,2,2,"authentic,forged"
45287,2,2,"authentic,forged"
45310,2,2,"authentic,forged"
45315,2,2,"authentic,forged"
45345,2,2,"authentic,forged"
45377,2,2,"authentic,forged"
45381,2,2,"authentic,forged"
45400,2,2,"authentic,forged"
45496,2,2,"authentic,forged"
45522,2,2,"authentic,forged"
45536,2,2,"authentic,forged"
45552,2,2,"authentic,forged"
4556,2,2,"authentic,forged"
45563,2,2,"authentic,forged"
45602,2,2,"authentic,forged"
45620,2,2,"authentic,forged"
45686,2,2,"authentic,forged"
45710,2,2,"authentic,forged"
45712,2,2,"authentic,forged"
45720,2,2,"authentic,forged"
45767,2,2,"authentic,forged"
45784,2,2,"authentic,forged"
45821,2,2,"authentic,forged"
45838,2,2,"authentic,forged"
45866,2,2,"authentic,forged"
45878,2,2,"authentic,forged"
45889,2,2,"authentic,forged"
45911,2,2,"authentic,forged"
45913,2,2,"authentic,forged"
4592,2,2,"authentic,forged"
45958,2,2,"authentic,forged"
46006,2,2,"authentic,forged"
46083,2,2,"authentic,forged"
4609,2,2,"authentic,forged"
46098,2,2,"authentic,forged"
46106,2,2,"authentic,forged"
46109,2,2,"authentic,forged"
46171,2,2,"authentic,forged"
46175,2,2,"authentic,forged"
46202,2,2,"authentic,forged"
46206,2,2,"authentic,forged"
46212,2,2,"authentic,forged"
46226,2,2,"authentic,forged"
46243,2,2,"authentic,forged"
46309,2,2,"authentic,forged"
46310,2,2,"authentic,forged"
46312,2,2,"authentic,forged"
4634,2,2,"authentic,forged"
46356,2,2,"authentic,forged"
46366,2,2,"authentic,forged"
46444,2,2,"authentic,forged"
46473,2,2,"authentic,forged"
4650,2,2,"authentic,forged"
46511,2,2,"authentic,forged"
46547,2,2,"authentic,forged"
46568,2,2,"authentic,forged"
46577,2,2,"authentic,forged"
46698,2,2,"authentic,forged"
46733,2,2,"authentic,forged"
46735,2,2,"authentic,forged"
46754,2,2,"authentic,forged"
46819,2,2,"authentic,forged"
46836,2,2,"authentic,forged"
46849,2,2,"authentic,forged"
46885,2,2,"authentic,forged"
46887,2,2,"authentic,forged"
46907,2,2,"authentic,forged"
46910,2,2,"authentic,forged"
46927,2,2,"authentic,forged"
46933,2,2,"authentic,forged"
46935,2,2,"authentic,forged"
46969,2,2,"authentic,forged"
46979,2,2,"authentic,forged"
47003,2,2,"authentic,forged"
47017,2,2,"authentic,forged"
47033,2,2,"authentic,forged"
47052,2,2,"authentic,forged"
47068,2,2,"authentic,forged"
47069,2,2,"authentic,forged"
47097,2,2,"authentic,forged"
47133,2,2,"authentic,forged"
47151,2,2,"authentic,forged"
4716,2,2,"authentic,forged"
47185,2,2,"authentic,forged"
47238,2,2,"authentic,forged"
47318,2,2,"authentic,forged"
4733,2,2,"authentic,forged"
47376,2,2,"authentic,forged"
4740,2,2,"authentic,forged"
47405,2,2,"authentic,forged"
47424,2,2,"authentic,forged"
47426,2,2,"authentic,forged"
4743,2,2,"authentic,forged"
47441,2,2,"authentic,forged"
47513,2,2,"authentic,forged"
47574,2,2,"authentic,forged"
47586,2,2,"authentic,forged"
4772,2,2,"authentic,forged"
47770,2,2,"authentic,forged"
47777,2,2,"authentic,forged"
47790,2,2,"authentic,forged"
47830,2,2,"authentic,forged"
47871,2,2,"authentic,forged"
47916,2,2,"authentic,forged"
47980,2,2,"authentic,forged"
4806,2,2,"authentic,forged"
48070,2,2,"authentic,forged"
48113,2,2,"authentic,forged"
48130,2,2,"authentic,forged"
48131,2,2,"authentic,forged"
48147,2,2,"authentic,forged"
48184,2,2,"authentic,forged"
48207,2,2,"authentic,forged"
48216,2,2,"authentic,forged"
48255,2,2,"authentic,forged"
48271,2,2,"authentic,forged"
48272,2,2,"authentic,forged"
48275,2,2,"authentic,forged"
48280,2,2,"authentic,forged"
48291,2,2,"authentic,forged"
48293,2,2,"authentic,forged"
48351,2,2,"authentic,forged"
48358,2,2,"authentic,forged"
48419,2,2,"authentic,forged"
4845,2,2,"authentic,forged"
4853,2,2,"authentic,forged"
48562,2,2,"authentic,forged"
4858,2,2,"authentic,forged"
4865,2,2,"authentic,forged"
48680,2,2,"authentic,forged"
48697,2,2,"authentic,forged"
48704,2,2,"authentic,forged"
48705,2,2,"authentic,forged"
48718,2,2,"authentic,forged"
48730,2,2,"authentic,forged"
48779,2,2,"authentic,forged"
48806,2,2,"authentic,forged"
48818,2,2,"authentic,forged"
48836,2,2,"authentic,forged"
48880,2,2,"authentic,forged"
48937,2,2,"authentic,forged"
48945,2,2,"authentic,forged"
48981,2,2,"authentic,forged"
48997,2,2,"authentic,forged"
49009,2,2,"authentic,forged"
49042,2,2,"authentic,forged"
49080,2,2,"authentic,forged"
49131,2,2,"authentic,forged"
4920,2,2,"authentic,forged"
49233,2,2,"authentic,forged"
49237,2,2,"authentic,forged"
49318,2,2,"authentic,forged"
49351,2,2,"authentic,forged"
49506,2,2,"authentic,forged"
49514,2,2,"authentic,forged"
4955,2,2,"authentic,forged"
49567,2,2,"authentic,forged"
4957,2,2,"authentic,forged"
49583,2,2,"authentic,forged"
49613,2,2,"authentic,forged"
49672,2,2,"authentic,forged"
49710,2,2,"authentic,forged"
49711,2,2,"authentic,forged"
49712,2,2,"authentic,forged"
49716,2,2,"authentic,forged"
49721,2,2,"authentic,forged"
49740,2,2,"authentic,forged"
49770,2,2,"authentic,forged"
49777,2,2,"authentic,forged"
49797,2,2,"authentic,forged"
49819,2,2,"authentic,forged"
49827,2,2,"authentic,forged"
4984,2,2,"authentic,forged"
49903,2,2,"authentic,forged"
4992,2,2,"authentic,forged"
49921,2,2,"authentic,forged"
49928,2,2,"authentic,forged"
49956,2,2,"authentic,forged"
49969,2,2,"authentic,forged"
49982,2,2,"authentic,forged"
50000,2,2,"authentic,forged"
50028,2,2,"authentic,forged"
5003,2,2,"authentic,forged"
50069,2,2,"authentic,forged"
50117,2,2,"authentic,forged"
50124,2,2,"authentic,forged"
50126,2,2,"authentic,forged"
50158,2,2,"authentic,forged"
50229,2,2,"authentic,forged"
5023,2,2,"authentic,forged"
50237,2,2,"authentic,forged"
50245,2,2,"authentic,forged"
50255,2,2,"authentic,forged"
50258,2,2,"authentic,forged"
50267,2,2,"authentic,forged"
50280,2,2,"authentic,forged"
50294,2,2,"authentic,forged"
50311,2,2,"authentic,forged"
50357,2,2,"authentic,forged"
50362,2,2,"authentic,forged"
50396,2,2,"authentic,forged"
50419,2,2,"authentic,forged"
50471,2,2,"authentic,forged"
50487,2,2,"authentic,forged"
50505,2,2,"authentic,forged"
50539,2,2,"authentic,forged"
50568,2,2,"authentic,forged"
50573,2,2,"authentic,forged"
50607,2,2,"authentic,forged"
50632,2,2,"authentic,forged"
50636,2,2,"authentic,forged"
50664,2,2,"authentic,forged"
50666,2,2,"authentic,forged"
50673,2,2,"authentic,forged"
50679,2,2,"authentic,forged"
50690,2,2,"authentic,forged"
50698,2,2,"authentic,forged"
50720,2,2,"authentic,forged"
50793,2,2,"authentic,forged"
5080,2,2,"authentic,forged"
50814,2,2,"authentic,forged"
50848,2,2,"authentic,forged"
50877,2,2,"authentic,forged"
50905,2,2,"authentic,forged"
50907,2,2,"authentic,forged"
50921,2,2,"authentic,forged"
50924,2,2,"authentic,forged"
50968,2,2,"authentic,forged"
50978,2,2,"authentic,forged"
50983,2,2,"authentic,forged"
50989,2,2,"authentic,forged"
51038,2,2,"authentic,forged"
51045,2,2,"authentic,forged"
51069,2,2,"authentic,forged"
51085,2,2,"authentic,forged"
51087,2,2,"authentic,forged"
51101,2,2,"authentic,forged"
51155,2,2,"authentic,forged"
51165,2,2,"authentic,forged"
51168,2,2,"authentic,forged"
51169,2,2,"authentic,forged"
51177,2,2,"authentic,forged"
51227,2,2,"authentic,forged"
51234,2,2,"authentic,forged"
5125,2,2,"authentic,forged"
5126,2,2,"authentic,forged"
51277,2,2,"authentic,forged"
5130,2,2,"authentic,forged"
51300,2,2,"authentic,forged"
51306,2,2,"authentic,forged"
51313,2,2,"authentic,forged"
51342,2,2,"authentic,forged"
51345,2,2,"authentic,forged"
51441,2,2,"authentic,forged"
51464,2,2,"authentic,forged"
5151,2,2,"authentic,forged"
51524,2,2,"authentic,forged"
51552,2,2,"authentic,forged"
51608,2,2,"authentic,forged"
51643,2,2,"authentic,forged"
51668,2,2,"authentic,forged"
51688,2,2,"authentic,forged"
51718,2,2,"authentic,forged"
51742,2,2,"authentic,forged"
5175,2,2,"authentic,forged"
51771,2,2,"authentic,forged"
51787,2,2,"authentic,forged"
5180,2,2,"authentic,forged"
51891,2,2,"authentic,forged"
51924,2,2,"authentic,forged"
51927,2,2,"authentic,forged"
51954,2,2,"authentic,forged"
51959,2,2,"authentic,forged"
52050,2,2,"authentic,forged"
52072,2,2,"authentic,forged"
52116,2,2,"authentic,forged"
52188,2,2,"authentic,forged"
52192,2,2,"authentic,forged"
5220,2,2,"authentic,forged"
52205,2,2,"authentic,forged"
52207,2,2,"authentic,forged"
5227,2,2,"authentic,forged"
52298,2,2,"authentic,forged"
52302,2,2,"authentic,forged"
